element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Fe,2,"=""""","=""""","=""566.20181""","=""0.00007""","=""""","=""5.5e-02""",C,"=""15844.6485""","=""33501.2957""","=""3d7""","=""a 2G""","=""9/2""","=""3d6.(1G2).4s""","=""c 2G""","=""7/2""",M1+E2,"=""T9907""","=""""",
Fe,1,"=""566.25158""","=""0.00010""","=""566.25159""","=""0.00005""","=""2090""","=""5.56e+07""",B,"=""33695.397""","=""51350.492""","=""3d7.(4F).4p""","=""y 5F*""","=""5""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""4""",,"=""T5720""","=""L11631""",
Fe,1,"=""566.29376""","=""0.00010""","=""566.29374""","=""0.00005""","=""347""","=""2.20e+06""",C+,"=""29798.936""","=""47452.717""","=""3d6.4s2""","=""b 1G2""","=""4""","=""3d7.(2G).4p""","=""z 1G*""","=""4""",,"=""T5720""","=""L11631""",
Fe,2,"=""""","=""""","=""566.50278""","=""0.00011""","=""""","=""1.85e-01""",D+,"=""20516.9534""","=""38164.220""","=""3d7""","=""a 2D2""","=""5/2""","=""3d6.(1D2).4s""","=""c 2D""","=""5/2""",M1+E2,"=""T8961""","=""""",
Fe,3,"=""566.5261""","=""0.0020""","=""566.5258""","=""0.0016""","=""130""","=""1.2e+08""",C+,"=""201919.70""","=""219566.25""","=""3d5.(4F).5s""","=""5F""","=""4""","=""3d5.(4F).5p""","=""5F*""","=""3""",,"=""u44""","=""L1171""",
Fe,2,"=""566.55895""","=""0.00014""","=""566.55876""","=""0.00010""","=""210""","=""""",,"=""92166.417""","=""109811.940""","=""3d5.(4G).4s.4p.(3P*)""","=""x 4H*""","=""11/2""","=""3d6.(3G).4d""","=""4F""","=""9/2""",,"=""""","=""L18349c139""",
Fe,1,"=""566.5633""","=""0.0003""","=""566.56348""","=""0.00005""","=""11""","=""""",,"=""29371.812""","=""47017.188""","=""3d6.4s2""","=""b 3D""","=""3""","=""3d7.(4P).4p""","=""w 3D*""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""566.6791""","=""0.0005""","=""566.67874""","=""0.00005""","=""4""","=""""",,"=""33507.123""","=""51148.910""","=""3d7.(4F).4p""","=""y 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 5S""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""566.7460""","=""0.0006""","=""566.74576""","=""0.00010""","=""18bl""","=""""",,"=""40842.154""","=""58481.855""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""3""","=""3d6.4s.(4D).4d""","=""5P""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""566.75176""","=""0.00010""","=""566.75177""","=""0.00005""","=""178""","=""5.51e+06""",C,"=""33695.397""","=""51334.911""","=""3d7.(4F).4p""","=""y 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""4""",,"=""T5720""","=""L11631""",
Fe,1,"=""566.7664""","=""0.0003""","=""566.76661""","=""0.00005""","=""2""","=""2.4e+05""",E,"=""21038.987""","=""38678.039""","=""3d6.4s2""","=""b 3F2""","=""2""","=""3d7.(4F).4p""","=""y 3D*""","=""2""",,"=""T2578n""","=""L11631""",
Fe,2,"=""566.86318""","=""0.00018""","=""566.86305""","=""0.00004""","=""130""","=""2.6e+07""",D+,"=""85728.846""","=""103364.897""","=""3d6.(5D).4d""","=""4S""","=""3/2""","=""3d6.(5D<3>).4f""","=""2[3]*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""566.9647""","=""0.0003""","=""566.96455""","=""0.00005""","=""4""","=""""",,"=""34121.603""","=""51754.497""","=""3d7.(4F).4p""","=""y 5D*""","=""0""","=""3d6.(5D).4s (6D).4d""","=""f 5F""","=""1""",,"=""""","=""L11631""",
Fe,3,"=""567.1239""","=""0.0020""","=""567.1252""","=""0.0013""","=""100""","=""4.2e+07""",D+,"=""188109.74""","=""205737.64""","=""3d5.(4D).5s""","=""5D""","=""3""","=""3d5.(4D).5p""","=""5D*""","=""2""",,"=""u44""","=""L1171""",
Fe,1,"=""567.1830""","=""0.0003""","=""567.18280""","=""0.00005""","=""4""","=""""",,"=""35767.564""","=""53393.673""","=""3d7.(4F).4p""","=""z 3G*""","=""4""","=""3d7.(4F).4d""","=""g 5F""","=""4""",,"=""""","=""L11631""",
Fe,3,"=""567.2143""","=""0.0020""","=""567.2127""","=""0.0016""","=""200""","=""7.5e+07""",C,"=""202030.55""","=""219655.73""","=""3d5.(4F).5s""","=""5F""","=""3""","=""3d5.(4F).5p""","=""5F*""","=""2""",,"=""u44""","=""L1171""",
Fe,1,"=""567.2264""","=""0.0003""","=""567.22614""","=""0.00005""","=""2""","=""""",,"=""36975.588""","=""54600.350""","=""3d7.(2F).4s""","=""d 3F""","=""3""","=""3d6.(3G).4s.4p.(3P*)""","=""t 3G*""","=""3""",,"=""""","=""L11631""",
Fe,3,"=""567.2883""","=""0.0020""","=""567.2896""","=""0.0010""","=""100""","=""2.83e+08""",B,"=""188109.74""","=""205732.53""","=""3d5.(4D).5s""","=""5D""","=""3""","=""3d5.(4D).5p""","=""5D*""","=""3""",,"=""u44""","=""L1171""",
Fe,2,"=""""","=""""","=""567.32001""","=""0.00007""","=""""","=""2.97e+00""",C+,"=""15844.6485""","=""33466.4943""","=""3d7""","=""a 2G""","=""9/2""","=""3d6.(1G2).4s""","=""c 2G""","=""9/2""",E2,"=""T8961""","=""""",
Fe,2,"=""567.3324""","=""0.0006""","=""567.33128""","=""0.00003""","=""50""","=""""",,"=""89444.455""","=""107065.951""","=""3d5.(4P).4s.4p.(3P*)""","=""6P*""","=""5/2""","=""3d6.(5D).5d""","=""4P""","=""3/2""",,"=""""","=""L18349c139""",
Fe,1,"=""567.3376""","=""0.0003""","=""567.33784""","=""0.00005""","=""2""","=""""",,"=""29798.936""","=""47420.228""","=""3d6.4s2""","=""b 1G2""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""w 5G*""","=""5""",,"=""""","=""L11631""",
Fe,2,"=""567.52524""","=""0.00009""","=""567.52539""","=""0.00003""","=""220""","=""5.48e+07""",C+,"=""85495.366""","=""103110.835""","=""3d6.(5D).4d""","=""6S""","=""5/2""","=""3d6.(5D<4>).4f""","=""2[1]*""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""567.63369""","=""0.00007""","=""567.63373""","=""0.00003""","=""190""","=""""",,"=""42658.2444""","=""60270.351""","=""3d6.(5D).4p""","=""z 6P*""","=""7/2""","=""3d5.4s2""","=""c 4D""","=""7/2""",,"=""""","=""L18349c139""",
Fe,6,"=""""","=""""","=""567.695""","=""0.018""","=""""","=""3.1e-01""",E,"=""2000.6""","=""19610.8""","=""3d3""","=""4F""","=""9/2""","=""3d3""","=""4P""","=""5/2""",E2,"=""T3475""","=""""",
Fe,1,"=""567.76844""","=""0.00010""","=""567.76841""","=""0.00005""","=""14""","=""""",,"=""33095.941""","=""50703.870""","=""3d7.(4F).4p""","=""y 5D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 5G""","=""5""",,"=""""","=""L11631""",
Fe,3,"=""567.8358""","=""0.0020""","=""567.8371""","=""0.0013""","=""160""","=""1.5e+08""",C+,"=""188131.84""","=""205737.64""","=""3d5.(4D).5s""","=""5D""","=""1""","=""3d5.(4D).5p""","=""5D*""","=""2""",,"=""u44""","=""L1171""",
Fe,1,"=""567.83784""","=""0.00010""","=""567.83788""","=""0.00005""","=""13""","=""""",,"=""31322.613""","=""48928.388""","=""3d6.(5D).4s.4p.(3P*)""","=""z 3D*""","=""3""","=""3d7.(4F).5s""","=""e 3F""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""567.8601""","=""0.0003""","=""567.86004""","=""0.00005""","=""4""","=""""",,"=""19552.478""","=""37157.566""","=""3d6.4s2""","=""a 3P2""","=""1""","=""3d6.(5D).4s.4p.(1P*)""","=""y 5P*""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""567.90226""","=""0.00010""","=""567.90233""","=""0.00005""","=""389""","=""2.6e+07""",D,"=""37521.161""","=""55124.938""","=""3d7.(4F).4p""","=""y 3F*""","=""2""","=""3d7.(4F).4d""","=""f 3F""","=""3""",,"=""T2578n""","=""L11631""",
Fe,2,"=""567.9848""","=""0.0005""","=""567.98373""","=""0.00006""","=""90""","=""""",,"=""92300.269""","=""109901.523""","=""3d5.(4D).4s.4p.(3P*)""","=""6F*""","=""9/2""","=""3d6.(3G).4d""","=""2G""","=""7/2""",,"=""""","=""L18349c139""",
Fe,1,"=""568.02400""","=""0.00010""","=""568.02404""","=""0.00005""","=""55""","=""5.9e+05""",E,"=""33765.306""","=""51365.311""","=""3d8""","=""c 3F""","=""2""","=""3d7.(2D2).4p""","=""v 3F*""","=""3""",,"=""T2578n""","=""L11631""",
Fe,2,"=""568.07712""","=""0.00009""","=""568.07707""","=""0.00004""","=""190""","=""""",,"=""64040.891""","=""81639.253""","=""3d6.(3F2).4p""","=""y 4G*""","=""7/2""","=""3d5.4s2""","=""2F2""","=""5/2""",,"=""""","=""L18349c139""",
Fe,1,"=""568.15061""","=""0.00010""","=""568.15058""","=""0.00005""","=""34""","=""""",,"=""33765.306""","=""51361.391""","=""3d8""","=""c 3F""","=""2""","=""3d6.(5D).4s (6D).5p""","=""t 5D*""","=""3""",,"=""""","=""L11631""",
Fe,3,"=""568.1885""","=""0.0020""","=""568.1901""","=""0.0013""","=""160""","=""1.5e+08""",C+,"=""188142.78""","=""205737.64""","=""3d5.(4D).5s""","=""5D""","=""2""","=""3d5.(4D).5p""","=""5D*""","=""2""",,"=""u44""","=""L1171""",
Fe,1,"=""568.2498""","=""0.0003""","=""568.24947""","=""0.00007""","=""6""","=""""",,"=""39625.804""","=""57218.827""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""4""","=""3d7.(4F).6s""","=""3F""","=""3""",,"=""""","=""L11631""",
Fe,3,"=""568.3571""","=""0.0020""","=""568.3552""","=""0.0013""","=""240""","=""1.5e+08""",C+,"=""188142.78""","=""205732.53""","=""3d5.(4D).5s""","=""5D""","=""2""","=""3d5.(4D).5p""","=""5D*""","=""3""",,"=""u44""","=""L1171""",
Fe,2,"=""""","=""""","=""568.35715""","=""0.00004""","=""""","=""4.1e-02""",E,"=""8391.9554""","=""25981.6451""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(3G).4s""","=""a 4G""","=""7/2""",M1,"=""T9588c100""","=""""",
Fe,6,"=""""","=""""","=""568.367""","=""0.018""","=""""","=""3.5e-03""",E,"=""28627.9""","=""46217.3""","=""3d3""","=""2D2""","=""3/2""","=""3d3""","=""2F""","=""7/2""",E2,"=""T3475""","=""""",
Fe,3,"=""568.4470""","=""0.0020""","=""568.4483""","=""0.0016""","=""50""","=""3.3e+07""",D+,"=""202156.37""","=""219743.24""","=""3d5.(4F).5s""","=""5F""","=""2""","=""3d5.(4F).5p""","=""5F*""","=""1""",,"=""u44""","=""L1171""",
Fe,1,"=""568.4484""","=""0.0003""","=""568.44844""","=""0.00010""","=""4""","=""""",,"=""40894.990""","=""58481.855""","=""3d6.(3P2).4s.4p.(3P*)""","=""z 5S*""","=""2""","=""3d6.4s.(4D).4d""","=""5P""","=""3""",,"=""""","=""L11631""",
Fe,3,"=""568.5171""","=""0.0020""","=""568.5165""","=""0.0016""","=""41""","=""1.1e+08""",C+,"=""188109.42""","=""205694.18""","=""3d5.(4D).5s""","=""5D""","=""0""","=""3d5.(4D).5p""","=""5D*""","=""1""",,"=""u44""","=""L1171""",
Fe,1,"=""568.5863""","=""0.0003""","=""568.58614""","=""0.00007""","=""2""","=""""",,"=""40231.336""","=""57813.942""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""2""","=""3d6.(5D).4s (4D).4d""","=""i 5D""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""568.61200""","=""0.00010""","=""568.61201""","=""0.00005""","=""10""","=""""",,"=""29320.026""","=""46901.832""","=""3d6.4s2""","=""b 3D""","=""1""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""1""",,"=""""","=""L11631""",
Fe,1,"=""568.65298""","=""0.00010""","=""568.65296""","=""0.00005""","=""720""","=""7.38e+07""",B+,"=""36686.176""","=""54266.716""","=""3d7.(4F).4p""","=""y 3F*""","=""4""","=""3d7.(4F).4d""","=""e 3H""","=""5""",,"=""T5720""","=""L11631""",
Fe,3,"=""568.6869""","=""0.0020""","=""568.6860""","=""0.0016""","=""130""","=""5.2e+07""",D+,"=""201892.60""","=""219472.12""","=""3d5.(4F).5s""","=""5F""","=""5""","=""3d5.(4F).5p""","=""5F*""","=""4""",,"=""u44""","=""L1171""",
Fe,2,"=""569.09956""","=""0.00005""","=""569.09949""","=""0.00003""","=""500""","=""1.38e+08""",B+,"=""86124.348""","=""103691.094""","=""3d6.(5D).4d""","=""e 4F""","=""9/2""","=""3d6.(5D<2>).4f""","=""2[5]*""","=""11/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""569.14967""","=""0.00010""","=""569.14964""","=""0.00005""","=""182""","=""6.7e+06""",E,"=""34692.148""","=""52257.346""","=""3d7.(4F).4p""","=""y 5F*""","=""1""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""0""",,"=""T2578n""","=""L11631""",
Fe,3,"=""569.242""","=""0.003""","=""569.2423""","=""0.0019""","=""160*""","=""4.8e+07""",D+,"=""188131.84""","=""205694.18""","=""3d5.(4D).5s""","=""5D""","=""1""","=""3d5.(4D).5p""","=""5D*""","=""1""",,"=""u44""","=""L1171""",
Fe,3,"=""569.242""","=""0.003""","=""569.2423""","=""0.0013""","=""160*""","=""2.82e+08""",B,"=""188109.74""","=""205672.08""","=""3d5.(4D).5s""","=""5D""","=""3""","=""3d5.(4D).5p""","=""5D*""","=""4""",,"=""u44""","=""L1171""",
Fe,1,"=""569.3318""","=""0.0003""","=""569.33196""","=""0.00007""","=""4""","=""""",,"=""40231.336""","=""57790.909""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""2""","=""3d7.(4F).6s""","=""3F""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""569.36421""","=""0.00004""","=""""","=""""","=""363""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L11631""",
Fe,3,"=""569.568""","=""0.003""","=""569.5640""","=""0.0016""","=""200bl(C III)""","=""3.50e+08""",B,"=""201919.70""","=""219472.12""","=""3d5.(4F).5s""","=""5F""","=""4""","=""3d5.(4F).5p""","=""5F*""","=""4""",,"=""u44""","=""L1171""",
Fe,2,"=""569.58273""","=""0.00005""","=""569.58264""","=""0.00004""","=""350""","=""""",,"=""64087.408""","=""81639.253""","=""3d6.(3F2).4p""","=""y 4G*""","=""5/2""","=""3d5.4s2""","=""2F2""","=""5/2""",,"=""""","=""L18349c139""",
Fe,1,"=""569.60892""","=""0.00010""","=""569.60886""","=""0.00007""","=""30""","=""3.92e+06""",C+,"=""36686.176""","=""54237.213""","=""3d7.(4F).4p""","=""y 3F*""","=""4""","=""3d7.(4F).4d""","=""e 5H""","=""4""",,"=""T6110""","=""L11631""",
Fe,1,"=""""","=""""","=""569.63664""","=""0.00003""","=""""","=""8.4e-01""",E,"=""0.000""","=""17550.181""","=""3d6.4s2""","=""a 5D""","=""4""","=""3d7.(4P).4s""","=""a 5P""","=""3""",E2,"=""T6409""","=""""",
Fe,1,"=""569.80196""","=""0.00010""","=""569.80200""","=""0.00005""","=""39""","=""4.8e+05""",E,"=""29356.744""","=""46901.832""","=""3d6.4s2""","=""b 3D""","=""2""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""1""",,"=""T2578n""","=""L11631""",
Fe,1,"=""569.83645""","=""0.00010""","=""569.83643""","=""0.00007""","=""36""","=""""",,"=""34636.792""","=""52180.820""","=""3d6.4s2""","=""b 1D2""","=""2""","=""3d7.(2P).4p""","=""1P*""","=""1""",,"=""""","=""L11631""",
Fe,2,"=""569.85620""","=""0.00008""","=""569.85647""","=""0.00005""","=""290""","=""""",,"=""91070.566""","=""108613.977""","=""3d6.(5D).5p""","=""4F*""","=""5/2""","=""3d6.(3G).4d""","=""4G""","=""5/2""",,"=""""","=""L18349c139""",
Fe,1,"=""569.9410""","=""0.0003""","=""569.94087""","=""0.00013""","=""8""","=""""",,"=""39969.853""","=""57510.666""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""3""","=""3d7.(4F).6s""","=""5F""","=""3""",,"=""""","=""L11631""",
Fe,3,"=""570.1058""","=""0.0020""","=""570.1071""","=""0.0016""","=""300""","=""3.09e+08""",B,"=""202030.55""","=""219566.25""","=""3d5.(4F).5s""","=""5F""","=""3""","=""3d5.(4F).5p""","=""5F*""","=""3""",,"=""u44""","=""L1171""",
Fe,1,"=""570.15442""","=""0.00010""","=""570.15436""","=""0.00005""","=""1120""","=""1.25e+06""",C+,"=""20641.110""","=""38175.355""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d7.(4F).4p""","=""y 3D*""","=""3""",,"=""T4293""","=""L11631""",
Fe,1,"=""570.1898""","=""0.0003""","=""570.18978""","=""0.00005""","=""4""","=""""",,"=""33695.397""","=""51228.553""","=""3d7.(4F).4p""","=""y 5F*""","=""5""","=""3d6.(5D).4s (6D).4d""","=""e 7G""","=""5""",,"=""""","=""L11631""",
Fe,1,"=""570.23475""","=""0.00010""","=""570.23476""","=""0.00005""","=""26""","=""3.2e+05""",E,"=""29356.744""","=""46888.517""","=""3d6.4s2""","=""b 3D""","=""2""","=""3d7.(4P).4p""","=""u 5D*""","=""2""",,"=""T2578n""","=""L11631""",
Fe,1,"=""570.2906""","=""0.0003""","=""570.29071""","=""0.00005""","=""8""","=""""",,"=""39625.804""","=""57155.857""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""4""","=""3d6.4s.(6D).5d""","=""7G""","=""4""",,"=""""","=""L11631""",
Fe,2,"=""570.32567""","=""0.00019""","=""570.32578""","=""0.00003""","=""120""","=""3.7e+07""",C+,"=""85495.366""","=""103024.341""","=""3d6.(5D).4d""","=""6S""","=""5/2""","=""3d6.(5D<4>).4f""","=""2[2]*""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""570.47333""","=""0.00010""","=""570.47327""","=""0.00010""","=""34""","=""""",,"=""40594.432""","=""58118.875""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""4""","=""3d6.4s.(4D).4d""","=""5F""","=""4""",,"=""""","=""L11631""",
Fe,3,"=""570.5150""","=""0.0020""","=""570.5147""","=""0.0013""","=""640""","=""""",,"=""201892.60""","=""219415.77""","=""3d5.(4F).5s""","=""5F""","=""5""","=""3d5.(4F).5p""","=""5F*""","=""5""",,"=""""","=""L1171""",
Fe,1,"=""570.54642""","=""0.00010""","=""570.54640""","=""0.00005""","=""182""","=""9.03e+06""",B,"=""34692.148""","=""52214.345""","=""3d7.(4F).4p""","=""y 5F*""","=""1""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""1""",,"=""T6110""","=""L11631""",
Fe,1,"=""570.59918""","=""0.00010""","=""570.59918""","=""0.00005""","=""780""","=""5.5e+07""",D,"=""37162.746""","=""54683.322""","=""3d7.(4F).4p""","=""y 3F*""","=""3""","=""3d7.(4F).4d""","=""f 3F""","=""4""",,"=""T2578n""","=""L11631""",
Fe,1,"=""570.60957""","=""0.00010""","=""570.60954""","=""0.00005""","=""81""","=""""",,"=""34547.211""","=""52067.469""","=""3d7.(4F).4p""","=""y 5F*""","=""2""","=""3d6.(5D).4s (6D).4d""","=""e 5P""","=""2""",,"=""""","=""L11631""",
Fe,3,"=""570.651""","=""0.003""","=""570.6466""","=""0.0020""","=""32hp""","=""""",,"=""205195.34""","=""222714.46""","=""3d5.(4D).5p""","=""5F*""","=""5""","=""3d5.(4G).5d""","=""5G""","=""6""",,"=""""","=""L1171""",
Fe,2,"=""570.6711""","=""0.0003""","=""570.67097""","=""0.00007""","=""150""","=""""",,"=""106690.358""","=""124208.730""","=""3d5.(2I).4s.4p.(3P*)""","=""2H*""","=""11/2""","=""3d6.(3H).5d""","=""4H""","=""13/2""",,"=""""","=""L18349c139""",
Fe,1,"=""570.70491""","=""0.00010""","=""570.70492""","=""0.00005""","=""87""","=""9.0e+05""",E,"=""29371.812""","=""46889.142""","=""3d6.4s2""","=""b 3D""","=""3""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""4""",,"=""T2578n""","=""L11631""",
Fe,2,"=""570.71618""","=""0.00014""","=""570.71603""","=""0.00005""","=""100""","=""9.2e+05""",D,"=""62829.071""","=""80346.060""","=""3d6.(3P2).4p""","=""y 4D*""","=""1/2""","=""3d6.(5D).5s""","=""e 4D""","=""1/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""570.7248""","=""0.0003""","=""570.72528""","=""0.00005""","=""13""","=""""",,"=""29371.812""","=""46888.517""","=""3d6.4s2""","=""b 3D""","=""3""","=""3d7.(4P).4p""","=""u 5D*""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""570.7704""","=""0.0003""","=""570.77041""","=""0.00005""","=""3""","=""""",,"=""33095.941""","=""50611.261""","=""3d7.(4F).4p""","=""y 5D*""","=""4""","=""3d6.(5D).4s (6D).4d""","=""e 7P""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""570.80942""","=""0.00010""","=""570.80936""","=""0.00005""","=""151""","=""5.8e+06""",E,"=""35767.564""","=""53281.689""","=""3d7.(4F).4p""","=""z 3G*""","=""4""","=""3d7.(4F).4d""","=""f 5G""","=""5""",,"=""T2578n""","=""L11631""",
Fe,2,"=""570.84499""","=""0.00016""","=""570.84488""","=""0.00004""","=""140""","=""1.2e+06""",E,"=""89119.452""","=""106632.487""","=""3d6.(5D).5p""","=""6D*""","=""5/2""","=""3d5.4s.(7S).4d""","=""6D""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""570.88762""","=""0.00015""","=""570.88830""","=""0.00010""","=""90""","=""""",,"=""49100.956""","=""66612.659""","=""3d6.(3P1).4s""","=""c 4P""","=""1/2""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""",,"=""""","=""L18349c145""",
Fe,1,"=""""","=""""","=""570.89658""","=""0.00005""","=""""","=""4.5e-01""",E,"=""415.933""","=""17927.382""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d7.(4P).4s""","=""a 5P""","=""1""",E2,"=""T6409""","=""""",
Fe,1,"=""570.93779""","=""0.00010""","=""570.93776""","=""0.00005""","=""3160""","=""1.92e+07""",B,"=""27166.820""","=""44677.006""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""4""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""4""",,"=""T5783""","=""L11631""",
Fe,1,"=""570.99319""","=""0.00010""","=""570.99320""","=""0.00005""","=""24""","=""""",,"=""34328.752""","=""51837.238""","=""3d7.(4F).4p""","=""y 5F*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""e 5P""","=""3""",,"=""""","=""L11631""",
Fe,2,"=""571.14658""","=""0.00006""","=""571.14678""","=""0.00006""","=""360""","=""""",,"=""86482.560""","=""103986.338""","=""3d6.(1F).4p""","=""u 2F*""","=""7/2""","=""3d6.(3H).4d""","=""4H""","=""7/2""",,"=""""","=""L18349c139""",
Fe,1,"=""571.18483""","=""0.00010""","=""571.18483""","=""0.00005""","=""219""","=""7.5e+06""",E,"=""34547.211""","=""52049.823""","=""3d7.(4F).4p""","=""y 5F*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""g 5D""","=""2""",,"=""T2578n""","=""L11631""",
Fe,1,"=""571.21312""","=""0.00010""","=""571.21309""","=""0.00005""","=""302""","=""2.09e+06""",B,"=""27559.583""","=""45061.329""","=""3d6.(5D).4s.4p.(3P*)""","=""z 5F*""","=""2""","=""3d6.(5D).4s (6D).5s""","=""e 5D""","=""3""",,"=""T5783""","=""L11631""",
Fe,1,"=""571.2888""","=""0.0005""","=""571.28817""","=""0.00007""","=""2""","=""""",,"=""39625.804""","=""57125.250""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5D*""","=""4""","=""3d6.4s.(6D).5d""","=""5F""","=""4""",,"=""""","=""L11631""",
Fe,3,"=""571.293""","=""0.003""","=""571.2910""","=""0.0020""","=""480*""","=""1.4e+08""",C+,"=""202156.37""","=""219655.73""","=""3d5.(4F).5s""","=""5F""","=""2""","=""3d5.(4F).5p""","=""5F*""","=""2""",,"=""u44""","=""L1171""",
Fe,3,"=""571.293""","=""0.003""","=""571.2933""","=""0.0016""","=""480*""","=""2.50e+08""",B,"=""181828.80""","=""199328.09""","=""3d5.(4G).5s""","=""5G""","=""2""","=""3d5.(4G).5p""","=""5F*""","=""1""",,"=""u44""","=""L1171""",
Fe,3,"=""571.3974""","=""0.0020""","=""571.3984""","=""0.0016""","=""300""","=""1.e+07""",D,"=""201919.70""","=""219415.77""","=""3d5.(4F).5s""","=""5F""","=""4""","=""3d5.(4F).5p""","=""5F*""","=""5""",,"=""u44""","=""L1171""",
Fe,1,"=""571.41531""","=""0.00004""","=""""","=""""","=""76""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L11631""",
Fe,1,"=""571.45487""","=""0.00010""","=""571.45504""","=""0.00013""","=""9""","=""""",,"=""41018.051""","=""58512.387""","=""3d6.(5D).4s.4p.(1P*)""","=""x 5F*""","=""2""","=""3d6.4s.(4D).4d""","=""5F""","=""2""",,"=""""","=""L11631""",
Fe,6,"=""""","=""""","=""571.499""","=""0.018""","=""""","=""6.5e-03""",D,"=""28724.3""","=""46217.3""","=""3d3""","=""2H""","=""9/2""","=""3d3""","=""2F""","=""7/2""",M1,"=""T3475""","=""""",
Fe,6,"=""""","=""""","=""571.499""","=""0.018""","=""""","=""7.1e-03""",E,"=""28724.3""","=""46217.3""","=""3d3""","=""2H""","=""9/2""","=""3d3""","=""2F""","=""7/2""",E2,"=""T3475""","=""""",
Fe,1,"=""571.5098""","=""0.0007""","=""571.50911""","=""0.00005""","=""219bl*""","=""""",,"=""34547.211""","=""52039.892""","=""3d7.(4F).4p""","=""y 5F*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""1""",,"=""""","=""L11631""",
Fe,2,"=""571.50980""","=""0.00003""","=""571.50953""","=""0.00005""","=""6000bl(Fe I)""","=""1.9e+07""",D+,"=""87572.959""","=""105065.627""","=""3d5.(4G).4s.4p.(3P*)""","=""y 6F*""","=""5/2""","=""3d6.(5D).5d""","=""6G""","=""7/2""",,"=""T6892c83""","=""L18349c148""",
Fe,1,"=""571.5098""","=""0.0007""","=""571.51019""","=""0.00005""","=""219bl*""","=""""",,"=""33801.572""","=""51294.220""","=""3d7.(4F).4p""","=""y 5D*""","=""2""","=""3d6.(5D).4s (4D).5s""","=""e 3D""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""571.5469""","=""0.0003""","=""571.54698""","=""0.00005""","=""4""","=""""",,"=""33507.123""","=""50998.645""","=""3d7.(4F).4p""","=""y 5D*""","=""3""","=""3d6.(5D).4s (6D).4d""","=""f 7D""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""""","=""""","=""571.59495""","=""0.00005""","=""""","=""1.7e-01""",E,"=""888.132""","=""18378.186""","=""3d6.4s2""","=""a 5D""","=""1""","=""3d6.4s2""","=""a 3P2""","=""2""",M1,"=""T6409""","=""""",
