element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Fe,3,"=""291.5978""","=""0.0013""","=""291.6001""","=""0.0004""","=""140""","=""""",,"=""84159.77""","=""118443.27""","=""3d5.(a 2F).4s""","=""3F""","=""4""","=""3d5.(4G).4p""","=""3F*""","=""3""",,"=""""","=""L3495""",
Fe,2,"=""291.5980""","=""0.0005""","=""291.59708""","=""0.00004""","=""600bl(Fe I)""","=""""",,"=""50075.921""","=""84359.779""","=""3d6.(3F1).4s""","=""c 4F""","=""3/2""","=""3d6.(1F).4p""","=""v 2D*""","=""3/2""",,"=""""","=""L18349c143""",
Fe,1,"=""291.5980""","=""0.0003""","=""291.598647""","=""0.000019""","=""0""","=""""",,"=""23244.838""","=""57528.512""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""1""","=""3d7.(4F).6s""","=""5F""","=""2""",,"=""""","=""L11631c80""",
Fe,2,"=""291.6148""","=""0.0005""","=""291.615107""","=""0.000013""","=""900d?""","=""4.e+05""",E,"=""7955.3186""","=""42237.0575""","=""3d6.(5D).4s""","=""a 4D""","=""7/2""","=""3d6.(5D).4p""","=""z 6F*""","=""7/2""",,"=""T6892c83""","=""L18349c143""",
Fe,1,"=""291.6214""","=""0.0003""","=""291.621784""","=""0.000019""","=""3d""","=""""",,"=""22845.869""","=""57126.823""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""5""","=""3d6.4s.(6D).5d""","=""7G""","=""5""",,"=""""","=""L11631c80""",
Fe,2,"=""291.6214""","=""0.0005""","=""291.622465""","=""0.000015""","=""210bl(Fe I)""","=""1.3e+07""",D+,"=""72619.499""","=""106900.373""","=""3d6.(3D).4p""","=""w 4D*""","=""5/2""","=""3d6.(3F2).4d""","=""2G""","=""7/2""",,"=""T6892c83""","=""L18349c143""",
Fe,2,"=""291.6924""","=""0.0005""","=""291.692199""","=""0.000015""","=""700""","=""2.8e+06""",D,"=""26352.7671""","=""60625.446""","=""3d6.(3H).4s""","=""b 2H""","=""9/2""","=""3d6.(3H).4p""","=""z 4G*""","=""11/2""",,"=""T6892c83""","=""L18349c143""",
Fe,2,"=""291.7084""","=""0.0005""","=""291.708507""","=""0.000021""","=""700""","=""2.2e+07""",D+,"=""36252.931""","=""70523.694""","=""3d6.(3D).4s""","=""b 2D""","=""5/2""","=""3d6.(3G).4p""","=""x 2G*""","=""7/2""",,"=""T6892c83""","=""L18349c143""",
Fe,2,"=""291.7462""","=""0.0005""","=""291.745157""","=""0.000021""","=""900bl(Fe II)*""","=""""",,"=""31811.814""","=""66078.272""","=""3d7""","=""b 2F""","=""5/2""","=""3d6.(3G).4p""","=""x 4G*""","=""5/2""",,"=""""","=""L18349c143""",
Fe,2,"=""291.7462""","=""0.0005""","=""291.746596""","=""0.000013""","=""900bl(Fe II)*""","=""1.1e+06""",E,"=""8391.9554""","=""42658.2444""","=""3d6.(5D).4s""","=""a 4D""","=""5/2""","=""3d6.(5D).4p""","=""z 6P*""","=""7/2""",,"=""T6892c83""","=""L18349c143""",
Fe,2,"=""291.78334""","=""0.00011""","=""291.783366""","=""0.000016""","=""1400""","=""9.6e+07""",D+,"=""64806.494""","=""99068.465""","=""3d6.(3P2).4p""","=""z 2P*""","=""1/2""","=""3d6.(3P2).5s""","=""2P""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""291.7872""","=""0.0004""","=""291.78672""","=""0.00003""","=""2bl""","=""""",,"=""24338.767""","=""58600.344""","=""3d6.4s2""","=""b 3G""","=""3""","=""3d6.(3H).4s.4p.(1P*)""","=""3G*""","=""3""",,"=""""","=""L11631c80""",
Fe,1,"=""291.80246""","=""0.00022""","=""291.80246""","=""0.00004""","=""2820bl""","=""1.53e+09""",C+,"=""26105.908""","=""60365.637""","=""3d7.(2H).4s""","=""b 3H""","=""6""","=""3d6.(3H).4s.4p.(1P*)""","=""t 3H*""","=""6""",,"=""T5720""","=""L11631""",
Fe,1,"=""291.81588""","=""0.00018""","=""291.815793""","=""0.000019""","=""110""","=""""",,"=""23192.500""","=""57450.664""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""2""","=""3d6.4s.(6D).5d""","=""7G""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""291.83526""","=""0.00007""","=""291.835267""","=""0.000019""","=""680""","=""""",,"=""19552.478""","=""53808.356""","=""3d6.4s2""","=""a 3P2""","=""1""","=""3d7.(2P).4p""","=""x 3S*""","=""1""",,"=""""","=""L11631""",
Fe,2,"=""291.85285""","=""0.00004""","=""291.852878""","=""0.000013""","=""4000""","=""3.6e+08""",C+,"=""63876.325""","=""98130.136""","=""3d6.(3F2).4p""","=""y 4G*""","=""11/2""","=""3d6.(3H).5s""","=""e 4H""","=""13/2""",,"=""T6892c83""","=""L18349c139""",
Fe,2,"=""291.8672""","=""0.0005""","=""291.866410""","=""0.000018""","=""120bl(Fe I)""","=""""",,"=""75915.080""","=""110167.303""","=""3d6.(3D).4p""","=""w 2F*""","=""5/2""","=""3d6.(3G).4d""","=""4F""","=""7/2""",,"=""""","=""L18349c143""",
Fe,1,"=""291.8672""","=""0.0003""","=""291.866538""","=""0.000024""","=""1""","=""""",,"=""25091.599""","=""59343.807""","=""3d7.(2P).4s""","=""c 3P""","=""0""","=""3d6.4s.(4D).5p""","=""3P*""","=""1""",,"=""""","=""L11631c80""",
Fe,1,"=""291.88167""","=""0.00013""","=""291.881715""","=""0.000019""","=""158""","=""""",,"=""23110.939""","=""57361.366""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""3""","=""3d6.4s.(6D).5d""","=""7G""","=""3""",,"=""""","=""L11631""",
Fe,2,"=""291.9085""","=""0.0005""","=""291.908614""","=""0.000015""","=""110d?""","=""3.e+06""",D,"=""72619.499""","=""106866.770""","=""3d6.(3D).4p""","=""w 4D*""","=""5/2""","=""3d6.(3F2).4d""","=""4F""","=""5/2""",,"=""T6892c83""","=""L18349c143""",
Fe,1,"=""291.92131""","=""0.00018""","=""291.921435""","=""0.000019""","=""170""","=""""",,"=""23192.500""","=""57438.267""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""2""","=""3d6.4s.(6D).5d""","=""7S""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""291.9608""","=""0.0003""","=""291.96042""","=""0.00004""","=""0d?""","=""""",,"=""26224.969""","=""60466.164""","=""3d7.(2D2).4s""","=""a 3D""","=""3""","=""3d6.(3F2).4s.4p.(1P*)""","=""r 3G*""","=""4""",,"=""""","=""L11631c80""",
Fe,1,"=""291.98403""","=""0.00007""","=""291.984079""","=""0.000012""","=""347""","=""8.18e+07""",B,"=""19562.439""","=""53800.859""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7D*""","=""4""","=""3d6.(5D).4s (6D).6s""","=""g 7D""","=""5""",,"=""T5720""","=""L11631""",
Fe,2,"=""291.9993""","=""0.0005""","=""291.998860""","=""0.000015""","=""100""","=""""",,"=""73492.248""","=""107728.935""","=""3d5.4s2""","=""4F""","=""7/2""","=""3d5.(2D3).4s.4p.(3P*)""","=""2D*""","=""5/2""",,"=""""","=""L18349c143""",
Fe,2,"=""292.01849""","=""0.00006""","=""292.018401""","=""0.000015""","=""2700""","=""1.9e+08""",D+,"=""64834.069""","=""99068.465""","=""3d6.(3P2).4p""","=""z 2P*""","=""3/2""","=""3d6.(3P2).5s""","=""2P""","=""3/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""292.0283""","=""0.0003""","=""292.028212""","=""0.000024""","=""2""","=""""",,"=""20037.816""","=""54271.062""","=""3d6.4s2""","=""a 3P2""","=""0""","=""3d6.(3D).4s.4p.(3P*)""","=""t 5P*""","=""1""",,"=""""","=""L11631c80""",
Fe,1,"=""292.0623""","=""0.0003""","=""292.061623""","=""0.000019""","=""0""","=""""",,"=""19788.251""","=""54017.581""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d7.(4F).5p""","=""3G*""","=""4""",,"=""""","=""L11631c80""",
Fe,1,"=""292.06904""","=""0.00003""","=""292.069081""","=""0.000012""","=""2750""","=""3.19e+07""",B,"=""12968.554""","=""47197.010""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""2""",,"=""T5720""","=""L11631""",
Fe,2,"=""292.0925""","=""0.0005""","=""292.092711""","=""0.000021""","=""80d?""","=""""",,"=""79331.361""","=""113557.048""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""7/2""","=""3d6.(5D).6d""","=""6F""","=""9/2""",,"=""""","=""L18349c143""",
Fe,1,"=""292.1031""","=""0.0003""","=""292.102842""","=""0.000019""","=""1""","=""""",,"=""22650.416""","=""56874.916""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""6""","=""3d6.4s.(6D).5d""","=""7G""","=""6""",,"=""""","=""L11631c80""",
Fe,1,"=""292.1602""","=""0.0003""","=""292.160074""","=""0.000012""","=""2d""","=""""",,"=""17726.988""","=""51944.784""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d6.(5D).4s (6D).5p""","=""u 5P*""","=""2""",,"=""""","=""L11631c80""",
Fe,1,"=""292.1715""","=""0.0003""","=""292.171422""","=""0.000012""","=""2""","=""""",,"=""19788.251""","=""54004.718""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d6.(3D).4s.4p.(3P*)""","=""t 5P*""","=""3""",,"=""""","=""L11631c80""",
Fe,1,"=""292.1771""","=""0.0003""","=""292.17717""","=""0.00003""","=""1""","=""""",,"=""24118.819""","=""58334.613""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.(3H).4s.4p.(1P*)""","=""3G*""","=""4""",,"=""""","=""L11631c80""",
Fe,2,"=""292.2025""","=""0.0005""","=""292.202269""","=""0.000014""","=""1100""","=""3.8e+07""",D+,"=""31483.1979""","=""65696.053""","=""3d6.(3D).4s""","=""b 4D""","=""7/2""","=""3d6.(3G).4p""","=""x 4G*""","=""9/2""",,"=""T6892c83""","=""L18349c143""",
Fe,1,"=""292.22126""","=""0.00018""","=""292.221241""","=""0.000019""","=""100""","=""""",,"=""23192.500""","=""57403.134""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""2""","=""3d6.4s.(6D).5d""","=""5P""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""292.23789""","=""0.00018""","=""292.237933""","=""0.000012""","=""158""","=""""",,"=""12968.554""","=""47177.234""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d7.(4P).4p""","=""u 5D*""","=""1""",,"=""""","=""L11631""",
Fe,3,"=""292.2467""","=""0.0013""","=""292.2460""","=""0.0008""","=""240""","=""""",,"=""166187.74""","=""200395.48""","=""3d5.(b 2G).4p""","=""3H*""","=""6""","=""3d5.(4F).4d""","=""5G""","=""5""",,"=""""","=""L3495,L1171""",
Fe,1,"=""292.26232""","=""0.00013""","=""292.262317""","=""0.000019""","=""288""","=""""",,"=""23244.838""","=""57450.664""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""1""","=""3d6.4s.(6D).5d""","=""7G""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""292.32854""","=""0.00003""","=""292.32855""","=""0.00004""","=""1230""","=""1.53e+09""",C+,"=""26351.040""","=""60549.116""","=""3d7.(2H).4s""","=""b 3H""","=""5""","=""3d6.(3H).4s.4p.(1P*)""","=""t 3H*""","=""5""",,"=""T5720""","=""L11631""",
Fe,1,"=""292.3389""","=""0.0003""","=""292.338376""","=""0.000019""","=""1""","=""""",,"=""19552.478""","=""53749.405""","=""3d6.4s2""","=""a 3P2""","=""1""","=""3d6.(3G).4s.4p.(3P*)""","=""3F*""","=""2""",,"=""""","=""L11631c80""",
Fe,1,"=""292.3430""","=""0.0004""","=""292.343377""","=""0.000019""","=""6bl""","=""""",,"=""19390.168""","=""53586.510""","=""3d6.4s2""","=""a 3H""","=""6""","=""3d7.(4F).5p""","=""5G*""","=""5""",,"=""""","=""L11631c80""",
Fe,2,"=""292.34305""","=""0.00003""","=""292.343009""","=""0.000021""","=""1100bl(Fe I)""","=""""",,"=""79284.919""","=""113481.304""","=""3d5.(6S).4s.4p.(1P*)""","=""x 6P*""","=""5/2""","=""3d6.(5D).7s""","=""4D""","=""3/2""",,"=""""","=""L18349c148""",
Fe,1,"=""292.34305""","=""0.00007""","=""292.343043""","=""0.000019""","=""680""","=""""",,"=""23110.939""","=""57307.320""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""3""","=""3d6.4s.(6D).5d""","=""7F""","=""4""",,"=""""","=""L11631""",
Fe,1,"=""292.38524""","=""0.00003""","=""292.385240""","=""0.000019""","=""2950""","=""3.27e+08""",B,"=""21715.732""","=""55907.178""","=""3d7.(2G).4s""","=""a 3G""","=""5""","=""3d7.(2H).4p""","=""1H*""","=""5""",,"=""T5720""","=""L11631""",
Fe,3,"=""292.3899""","=""0.0013""","=""292.3920""","=""0.0003""","=""1800""","=""9.9e+06""",D,"=""84159.77""","=""118350.42""","=""3d5.(a 2F).4s""","=""3F""","=""4""","=""3d5.(4G).4p""","=""3F*""","=""4""",,"=""T6105""","=""L3495""",
Fe,1,"=""292.39914""","=""0.00018""","=""292.39928""","=""0.00003""","=""89""","=""""",,"=""21715.732""","=""55905.536""","=""3d7.(2G).4s""","=""a 3G""","=""5""","=""3d6.(1G2).4s.4p.(3P*)""","=""s 3G*""","=""4""",,"=""""","=""L11631""",
Fe,2,"=""292.4159""","=""0.0005""","=""292.416201""","=""0.000020""","=""600""","=""4.e+06""",D,"=""38164.220""","=""72352.046""","=""3d6.(1D2).4s""","=""c 2D""","=""5/2""","=""3d6.(3D).4p""","=""w 4F*""","=""7/2""",,"=""T6892c83""","=""L18349c142""",
Fe,1,"=""292.4355""","=""0.0003""","=""292.43529""","=""0.00004""","=""2""","=""""",,"=""23711.456""","=""57897.051""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""4""","=""3d6.(5D).4s (6D).7s""","=""7D""","=""5""",,"=""""","=""L11631c80""",
Fe,1,"=""292.4489""","=""0.0003""","=""292.448426""","=""0.000012""","=""0d?""","=""""",,"=""12560.934""","=""46744.993""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d7.(4P).4p""","=""u 5D*""","=""3""",,"=""""","=""L11631c80""",
Fe,2,"=""292.4676""","=""0.0005""","=""292.466967""","=""0.000016""","=""140""","=""""",,"=""73492.248""","=""107674.140""","=""3d5.4s2""","=""4F""","=""7/2""","=""3d5.(2F1).4s.4p.(3P*)""","=""4G*""","=""9/2""",,"=""""","=""L18349c142""",
Fe,1,"=""292.4811""","=""0.0003""","=""292.480599""","=""0.000019""","=""0d?""","=""""",,"=""23110.939""","=""57291.238""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""3""","=""3d6.4s.(6D).5d""","=""7P""","=""2""",,"=""""","=""L11631c80""",
Fe,1,"=""292.5096""","=""0.0003""","=""292.50980""","=""0.00003""","=""1d""","=""""",,"=""24506.917""","=""58683.804""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""2""","=""3d6.4s.(6D).7s""","=""7D""","=""2""",,"=""""","=""L11631c80""",
Fe,1,"=""292.53575""","=""0.00003""","=""292.535761""","=""0.000019""","=""1350""","=""1.52e+08""",B,"=""22249.429""","=""56423.283""","=""3d7.(2G).4s""","=""a 3G""","=""3""","=""3d6.(1I).4s.4p.(3P*)""","=""u 3H*""","=""4""",,"=""T5720""","=""L11631""",
Fe,1,"=""292.5639""","=""0.0003""","=""292.563612""","=""0.000019""","=""3d""","=""""",,"=""19552.478""","=""53723.079""","=""3d6.4s2""","=""a 3P2""","=""1""","=""3d6.(3D).4s.4p.(3P*)""","=""5F*""","=""2""",,"=""""","=""L11631c80""",
Fe,1,"=""292.5710""","=""0.0003""","=""292.57093""","=""0.00003""","=""0""","=""""",,"=""20641.110""","=""54810.856""","=""3d6.4s2""","=""b 3F2""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""w 1G*""","=""4""",,"=""""","=""L11631c80""",
Fe,1,"=""292.57843""","=""0.00007""","=""292.578468""","=""0.000019""","=""347""","=""""",,"=""23192.500""","=""57361.366""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""2""","=""3d6.4s.(6D).5d""","=""7G""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""292.58987""","=""0.00007""","=""292.589909""","=""0.000012""","=""910""","=""4.05e+06""",B,"=""12968.554""","=""47136.084""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d7.(4P).4p""","=""w 3D*""","=""2""",,"=""T5720""","=""L11631""",
Fe,1,"=""292.6019""","=""0.0003""","=""292.601813""","=""0.000012""","=""1""","=""""",,"=""12560.934""","=""46727.074""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d6.(3P2).4s.4p.(3P*)""","=""y 3P*""","=""2""",,"=""""","=""L11631c80""",
Fe,2,"=""292.6082""","=""0.0005""","=""292.60717""","=""0.00003""","=""90d?""","=""""",,"=""72043.060""","=""106208.574""","=""3d6.(3D).4p""","=""w 4P*""","=""3/2""","=""3d6.(3F2).4d""","=""2F""","=""5/2""",,"=""""","=""L18349c142""",
Fe,2,"=""292.6132""","=""0.0005""","=""292.613504""","=""0.000014""","=""100d""","=""6.e+06""",D,"=""69606.567""","=""103771.342""","=""3d6.(3G).4p""","=""y 2F*""","=""7/2""","=""3d6.(3H).4d""","=""4G""","=""9/2""",,"=""T6892c83""","=""L18349c142""",
Fe,1,"=""292.6246""","=""0.0004""","=""292.624699""","=""0.000019""","=""1bl""","=""""",,"=""22996.674""","=""57160.142""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""4""","=""3d6.4s.(6D).5d""","=""5P""","=""3""",,"=""""","=""L11631c80""",
Fe,1,"=""292.65520""","=""0.00013""","=""292.655196""","=""0.000012""","=""209""","=""""",,"=""12560.934""","=""46720.842""","=""3d7.(4F).4s""","=""a 3F""","=""3""","=""3d7.(4P).4p""","=""u 5D*""","=""4""",,"=""""","=""L11631""",
Fe,2,"=""292.658524""","=""0.000014""","=""292.658526""","=""0.000013""","=""30000""","=""5.1e+07""",C,"=""7955.3186""","=""42114.8380""","=""3d6.(5D).4s""","=""a 4D""","=""7/2""","=""3d6.(5D).4p""","=""z 6F*""","=""9/2""",,"=""T7589""","=""L18349c139""",
Fe,1,"=""292.66151""","=""0.00013""","=""292.661408""","=""0.000012""","=""182""","=""""",,"=""22996.674""","=""57155.857""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""4""","=""3d6.4s.(6D).5d""","=""7G""","=""4""",,"=""""","=""L11631""",
Fe,1,"=""292.6694""","=""0.0003""","=""292.669008""","=""0.000019""","=""2""","=""""",,"=""23244.838""","=""57403.134""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""1""","=""3d6.4s.(6D).5d""","=""5P""","=""2""",,"=""""","=""L11631c80""",
Fe,1,"=""292.6768""","=""0.0003""","=""292.67633""","=""0.00003""","=""1""","=""""",,"=""24118.819""","=""58276.260""","=""3d6.4s2""","=""b 3G""","=""4""","=""3d6.4s.(4D).5p""","=""3D*""","=""3""",,"=""""","=""L11631c80""",
Fe,1,"=""292.7549""","=""0.0003""","=""292.75501""","=""0.00003""","=""2""","=""""",,"=""26105.908""","=""60254.170""","=""3d7.(2H).4s""","=""b 3H""","=""6""","=""3d6.(3F2).4s.4p.(1P*)""","=""r 3G*""","=""5""",,"=""""","=""L11631c80""",
Fe,2,"=""292.7597""","=""0.0005""","=""292.759595""","=""0.000016""","=""180""","=""6.e+06""",D,"=""72619.499""","=""106767.226""","=""3d6.(3D).4p""","=""w 4D*""","=""5/2""","=""3d6.(3F2).4d""","=""4F""","=""7/2""",,"=""T6892c83""","=""L18349c143""",
Fe,2,"=""292.7850""","=""0.0003""","=""292.784993""","=""0.000016""","=""250""","=""1.7e+07""",D+,"=""72651.914""","=""106796.679""","=""3d6.(3D).4p""","=""w 4D*""","=""7/2""","=""3d6.(5D).5d""","=""4P""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""292.78813""","=""0.00013""","=""292.78822""","=""0.00004""","=""151""","=""""",,"=""19552.478""","=""53696.867""","=""3d6.4s2""","=""a 3P2""","=""1""","=""3d6.(3D).4s.4p.(3P*)""","=""5F*""","=""1""",,"=""""","=""L11631""",
Fe,2,"=""292.7956""","=""0.0005""","=""292.795824""","=""0.000014""","=""170d?""","=""3.8e+07""",D+,"=""64425.405""","=""98568.907""","=""3d6.(3F2).4p""","=""z 2F*""","=""5/2""","=""3d6.(3H).5s""","=""e 4H""","=""7/2""",,"=""T6892c83""","=""L18349c143""",
Fe,1,"=""292.81022""","=""0.00013""","=""292.810172""","=""0.000012""","=""209""","=""""",,"=""17550.181""","=""51692.010""","=""3d7.(4P).4s""","=""a 5P""","=""3""","=""3d6.(5D).4s (6D).5p""","=""u 5P*""","=""3""",,"=""""","=""L11631""",
Fe,1,"=""292.8218""","=""0.0003""","=""292.82139""","=""0.00003""","=""1""","=""""",,"=""24180.862""","=""58321.383""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""3""","=""3d6.4s.(6D).7s""","=""5D""","=""4""",,"=""""","=""L11631c80""",
Fe,2,"=""292.85019""","=""0.00011""","=""292.850170""","=""0.000015""","=""800""","=""1.4e+08""",D+,"=""66612.659""","=""100749.825""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""","=""3d6.(3F2).5s""","=""e 2F""","=""5/2""",,"=""T6892c83""","=""L18349c139""",
Fe,1,"=""292.87495""","=""0.00013""","=""292.875009""","=""0.000019""","=""288""","=""""",,"=""18378.186""","=""52512.457""","=""3d6.4s2""","=""a 3P2""","=""2""","=""3d7.(2P).4p""","=""u 3D*""","=""1""",,"=""""","=""L11631""",
Fe,1,"=""292.8805""","=""0.0003""","=""292.88047""","=""0.00003""","=""2""","=""""",,"=""23783.619""","=""57917.254""","=""3d6.4s2""","=""b 3G""","=""5""","=""3d6.4s.(4D).5p""","=""3F*""","=""4""",,"=""""","=""L11631c80""",
Fe,1,"=""292.90069""","=""0.00003""","=""292.900692""","=""0.000012""","=""16600""","=""2.55e+07""",B,"=""415.933""","=""34547.211""","=""3d6.4s2""","=""a 5D""","=""3""","=""3d7.(4F).4p""","=""y 5F*""","=""2""",,"=""T5720""","=""L11631""",
Fe,1,"=""292.91082""","=""0.00007""","=""292.910382""","=""0.000019""","=""2040""","=""""",,"=""22996.674""","=""57126.823""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""4""","=""3d6.4s.(6D).5d""","=""7G""","=""5""",,"=""""","=""L11631""",
Fe,1,"=""292.9117""","=""0.0003""","=""292.91177""","=""0.00003""","=""10""","=""1.38e+09""",C+,"=""26627.609""","=""60757.596""","=""3d7.(2H).4s""","=""b 3H""","=""4""","=""3d6.(3H).4s.4p.(1P*)""","=""t 3H*""","=""4""",,"=""T5720""","=""L11631c80""",
Fe,1,"=""292.92379""","=""0.00013""","=""292.923883""","=""0.000019""","=""158""","=""""",,"=""22996.674""","=""57125.250""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""4""","=""3d6.4s.(6D).5d""","=""5F""","=""4""",,"=""""","=""L11631""",
Fe,1,"=""292.9304""","=""0.0003""","=""292.93014""","=""0.00003""","=""0""","=""""",,"=""23192.500""","=""57320.347""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""2""","=""3d6.4s.(6D).5d""","=""7G""","=""1""",,"=""""","=""L11631c80""",
Fe,1,"=""292.96177""","=""0.00007""","=""292.961809""","=""0.000012""","=""490""","=""4.70e+06""",C+,"=""12968.554""","=""47092.712""","=""3d7.(4F).4s""","=""a 3F""","=""2""","=""3d6.(3F2).4s.4p.(3P*)""","=""x 3F*""","=""3""",,"=""T5720""","=""L11631""",
Fe,2,"=""293.0278""","=""0.0005""","=""293.027331""","=""0.000015""","=""110""","=""8.8e+06""",D,"=""72650.698""","=""106767.226""","=""3d6.(3D).4p""","=""w 4F*""","=""9/2""","=""3d6.(3F2).4d""","=""4F""","=""7/2""",,"=""T6892c83""","=""L18349c143""",
Fe,2,"=""293.0329""","=""0.0005""","=""293.032863""","=""0.000021""","=""100d?""","=""""",,"=""74498.093""","=""108613.977""","=""3d6.(3D).4p""","=""x 2D*""","=""3/2""","=""3d6.(3G).4d""","=""4G""","=""5/2""",,"=""""","=""L18349c143""",
Fe,1,"=""293.0393""","=""0.0003""","=""293.03939""","=""0.00004""","=""1""","=""""",,"=""26351.040""","=""60466.164""","=""3d7.(2H).4s""","=""b 3H""","=""5""","=""3d6.(3F2).4s.4p.(1P*)""","=""r 3G*""","=""4""",,"=""""","=""L11631c80""",
Fe,2,"=""293.0555""","=""0.0005""","=""293.055447""","=""0.000018""","=""100d?""","=""""",,"=""73637.285""","=""107750.540""","=""3d5.4s2""","=""4F""","=""3/2""","=""3d6.(5D).6p""","=""4D*""","=""1/2""",,"=""""","=""L18349c143""",
Fe,2,"=""""","=""""","=""293.08522""","=""0.00004""","=""""","=""4.0e-03""",E,"=""3117.4877""","=""37227.277""","=""3d7""","=""a 4F""","=""3/2""","=""3d6.(1S2).4s""","=""a 2S""","=""1/2""",E2,"=""T8961""","=""""",
Fe,1,"=""293.1413""","=""0.0003""","=""293.141211""","=""0.000012""","=""3""","=""""",,"=""19788.251""","=""53891.526""","=""3d6.4s2""","=""a 3H""","=""4""","=""3d6.(3D).4s.4p.(3P*)""","=""5D*""","=""3""",,"=""""","=""L11631c80""",
Fe,2,"=""293.1468""","=""0.0005""","=""293.146334""","=""0.000016""","=""100""","=""""",,"=""73395.831""","=""107498.510""","=""3d5.4s2""","=""4F""","=""5/2""","=""3d6.(5D).6p""","=""4D*""","=""3/2""",,"=""""","=""L18349c143""",
Fe,2,"=""293.1481""","=""0.0005""","=""293.147441""","=""0.000018""","=""800bl(Fe I)""","=""""",,"=""26932.7348""","=""61035.285""","=""3d6.(3P2).4s""","=""b 2P""","=""1/2""","=""3d6.(3P2).4p""","=""y 4P*""","=""1/2""",,"=""""","=""L18349c142""",
Fe,1,"=""293.1481""","=""0.0004""","=""293.147993""","=""0.000019""","=""(6)bl""","=""""",,"=""23711.456""","=""57813.942""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7P*""","=""4""","=""3d6.(5D).4s (4D).4d""","=""i 5D""","=""3""",,"=""""","=""L11631c81""",
Fe,1,"=""293.1657""","=""0.0003""","=""293.165712""","=""0.000012""","=""0d?""","=""""",,"=""17726.988""","=""51827.413""","=""3d7.(4P).4s""","=""a 5P""","=""2""","=""3d6.(5D).4s (6D).5p""","=""u 5F*""","=""2""",,"=""""","=""L11631c80""",
Fe,1,"=""293.18033""","=""0.00022""","=""293.180216""","=""0.000019""","=""182bl*""","=""""",,"=""23192.500""","=""57291.238""","=""3d6.(5D).4s.4p.(3P*)""","=""z 7F*""","=""2""","=""3d6.4s.(6D).5d""","=""7P""","=""2""",,"=""""","=""L11631""",
Fe,1,"=""293.18033""","=""0.00022""","=""293.180492""","=""0.000019""","=""182bl*""","=""""",,"=""21999.130""","=""56097.836""","=""3d7.(2G).4s""","=""a 3G""","=""4""","=""3d6.(3G).4s.4p.(3P*)""","=""1F*""","=""3""",,"=""""","=""L11631""",
