element,sp_num,obs_wl_air(nm),ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Li,3,"=""""","=""449.9224003""","=""0.0000024""","=""""","=""1.6376e+07""",AA,"=""(925937.52206)""","=""(948157.34398)""","=""4f""","=""2F*""","=""5/2""","=""5d""","=""2D""","=""3/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""449.9331850""","=""0.0000023""","=""""","=""6.9798e+07""",AA,"=""(925936.294951)""","=""(948155.58428)""","=""4p""","=""2P*""","=""3/2""","=""5s""","=""2S""","=""1/2""",,"=""T7771""","=""""",
Li,3,"=""""","=""449.9357979""","=""0.0000025""","=""""","=""3.0594e+07""",AA,"=""(925936.28876)""","=""(948155.449056)""","=""4d""","=""2D""","=""3/2""","=""5p""","=""2P*""","=""1/2""",,"=""T7771""","=""""",
Li,1,"=""460.283""","=""460.282""","=""0.003""","=""13""","=""7.740e+07""",AA,"=""14903.66""","=""36623.38""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4d""","=""2D""","=""3/2""",,"=""T6620LS""","=""L7397""",
Li,1,"=""460.289""","=""460.289""","=""0.003""","=""13*""","=""1.393e+08""",AA,"=""14904.00""","=""36623.40""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""5/2""",,"=""T6620LS""","=""L7397""",
Li,1,"=""460.289""","=""460.289""","=""0.003""","=""13*""","=""1.548e+07""",AA,"=""14904.00""","=""36623.38""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4d""","=""2D""","=""3/2""",,"=""T6620LS""","=""L7397""",
Li,2,"=""460.734""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L3501""",
Li,2,"=""""","=""463.61""","=""0.03""","=""""","=""1.3954e+07""",AAA,"=""[561272.75]""","=""[582836.5]""","=""1s.3d""","=""1D""","=""2""","=""1s.4p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""467.140""","=""0.003""","=""""","=""3.817e+08""",AA,"=""[561242.28]""","=""[582643.17]""","=""1s.3d""","=""3D""","=""2""","=""1s.4f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""467.151""","=""467.163""","=""0.003""","=""*""","=""9.9547e+08""",AAA,"=""[561242.28]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""2""","=""1s.4f""","=""3F*""","=""3""",,"=""T8636c73""","=""L3501""",
Li,2,"=""467.151""","=""467.163""","=""0.003""","=""*""","=""1.7208e+08""",AAA,"=""[561242.28]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""2""","=""1s.4f""","=""3F*""","=""2""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""467.153""","=""0.003""","=""""","=""5.086e+07""",AA,"=""[561242.90]""","=""[582643.17]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""467.165""","=""467.176""","=""0.003""","=""6*""","=""1.9920e+09""",AAA,"=""[561242.90]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""4""",,"=""T8636c73""","=""L3501""",
Li,2,"=""467.165""","=""467.176""","=""0.003""","=""6*""","=""4.9183e+06""",AAA,"=""[561242.90]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""2""",,"=""T8636c73""","=""L3501""",
Li,2,"=""467.165""","=""467.176""","=""0.003""","=""6*""","=""1.2128e+08""",AAA,"=""[561242.90]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""3""","=""1s.4f""","=""3F*""","=""3""",,"=""T8636c73""","=""L3501""",
Li,2,"=""467.170""","=""467.188""","=""0.005""","=""2""","=""9.2960e+08""",AAA,"=""[561243.43]""","=""[582642.10]""","=""1s.3d""","=""3D""","=""1""","=""1s.4f""","=""3F*""","=""2""",,"=""T8636c73""","=""L3501""",
Li,2,"=""467.806""","=""467.806""","=""0.003""","=""3""","=""1.1152e+09""",AAA,"=""[561272.75]""","=""[582643.17]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""1F*""","=""3""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""467.829""","=""0.003""","=""""","=""6.175e+04""",AA,"=""[561272.75]""","=""[582642.10]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""467.829""","=""467.829""","=""0.003""","=""1""","=""4.320e+08""",AA,"=""[561272.75]""","=""[582642.10]""","=""1s.3d""","=""1D""","=""2""","=""1s.4f""","=""3F*""","=""3""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""474.15""","=""0.03""","=""""","=""4.8270e+02""",AAA,"=""[561751.95]""","=""[582836.5]""","=""1s.3p""","=""1P*""","=""1""","=""1s.4p""","=""1P*""","=""1""",E2,"=""T7378""","=""""",
Li,1,"=""476.0""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L1614""",
Li,2,"=""476.3""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L1614""",
Li,2,"=""478.836""","=""478.836""","=""0.005""","=""""","=""5.6840e+08""",AAA,"=""[561751.95]""","=""[582630.08]""","=""1s.3p""","=""1P*""","=""1""","=""1s.4d""","=""1D""","=""2""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""479.239""","=""0.004""","=""""","=""1.058e+05""",AA,"=""[561751.95]""","=""[582612.54]""","=""1s.3p""","=""1P*""","=""1""","=""1s.4d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""484.278""","=""0.003""","=""""","=""6.9870e+06""",AAA,"=""[561242.28]""","=""[581885.83]""","=""1s.3d""","=""3D""","=""2""","=""1s.4p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""484.292""","=""0.003""","=""""","=""3.9143e+07""",AAA,"=""[561242.90]""","=""[581885.83]""","=""1s.3d""","=""3D""","=""3""","=""1s.4p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""484.294""","=""0.003""","=""""","=""2.0961e+07""",AAA,"=""[561242.28]""","=""[581885.11]""","=""1s.3d""","=""3D""","=""2""","=""1s.4p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""484.30""","=""484.304""","=""0.005""","=""""","=""4.6600e+05""",AAA,"=""[561243.43]""","=""[581885.83]""","=""1s.3d""","=""3D""","=""1""","=""1s.4p""","=""3P*""","=""2""",,"=""T8636c73""","=""L1560""",
Li,2,"=""""","=""484.321""","=""0.005""","=""""","=""6.9897e+06""",AAA,"=""[561243.43]""","=""[581885.11]""","=""1s.3d""","=""3D""","=""1""","=""1s.4p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""484.331""","=""0.005""","=""""","=""9.3195e+06""",AAA,"=""[561243.43]""","=""[581884.71]""","=""1s.3d""","=""3D""","=""1""","=""1s.4p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
Li,2,"=""488.132""","=""488.12""","=""0.04""","=""4""","=""7.1349e+07""",AAA,"=""[559499.5]""","=""[579980.46]""","=""1s.3p""","=""3P*""","=""1""","=""1s.4s""","=""3S""","=""1""",,"=""T8636c73""","=""L3501""",
Li,2,"=""488.139""","=""488.147""","=""0.019""","=""4""","=""1.1893e+08""",AAA,"=""[559500.55]""","=""[579980.46]""","=""1s.3p""","=""3P*""","=""2""","=""1s.4s""","=""3S""","=""1""",,"=""T8636c73""","=""L3501""",
Li,2,"=""488.149""","=""488.169""","=""0.008""","=""1""","=""2.3788e+07""",AAA,"=""[559501.45]""","=""[579980.46]""","=""1s.3p""","=""3P*""","=""0""","=""1s.4s""","=""3S""","=""1""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""491.912""","=""0.004""","=""""","=""7.7891e+01""",AAA,"=""[561272.75]""","=""[581595.90]""","=""1s.3d""","=""1D""","=""2""","=""1s.4s""","=""1S""","=""0""",E2,"=""T7378""","=""""",
Li,1,"=""497.166""","=""497.166""","=""0.003""","=""8""","=""6.920e+06""",AA,"=""14903.66""","=""35012.06""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.4s""","=""2S""","=""1/2""",,"=""T7401LS""","=""L7397""",
Li,1,"=""497.175""","=""497.174""","=""0.003""","=""8""","=""1.384e+07""",AA,"=""14904.00""","=""35012.06""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.4s""","=""2S""","=""1/2""",,"=""T7401LS""","=""L7397""",
Li,2,"=""503.792""","=""503.791""","=""0.005""","=""""","=""5.3935e+07""",AAA,"=""[561751.95]""","=""[581595.90]""","=""1s.3p""","=""1P*""","=""1""","=""1s.4s""","=""1S""","=""0""",,"=""T8636c73""","=""L3501""",
Li,2,"=""""","=""510.8""","=""0.8""","=""""","=""1.0288e+07""",AAA,"=""[581595.90]""","=""[601169]""","=""1s.4s""","=""1S""","=""0""","=""1s.7p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.917""","=""0.006""","=""""","=""1.4048e+07""",AAA,"=""[581884.71]""","=""[601113.19]""","=""1s.4p""","=""3P*""","=""0""","=""1s.7d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.917""","=""0.004""","=""""","=""3.1605e+07""",AAA,"=""[581885.11]""","=""[601113.58]""","=""1s.4p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.919""","=""0.004""","=""""","=""5.9004e+07""",AAA,"=""[581885.83]""","=""[601114.24]""","=""1s.4p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.928""","=""0.006""","=""""","=""1.0536e+07""",AAA,"=""[581885.11]""","=""[601113.19]""","=""1s.4p""","=""3P*""","=""1""","=""1s.7d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.937""","=""0.004""","=""""","=""1.0535e+07""",AAA,"=""[581885.83]""","=""[601113.58]""","=""1s.4p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""519.947""","=""0.006""","=""""","=""7.0242e+05""",AAA,"=""[581885.83]""","=""[601113.19]""","=""1s.4p""","=""3P*""","=""2""","=""1s.7d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,1,"=""527.1""","=""527""","=""4""","=""*""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""7/2""","=""1s.2p.3d""","=""4D*""","=""7/2""",,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""*""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""7/2""","=""1s.2p.3d""","=""4D*""","=""5/2""",,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""*""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""5/2""","=""1s.2p.3d""","=""4D*""","=""7/2""",,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""*""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""5/2""","=""1s.2p.3d""","=""4D*""","=""5/2""",,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""*""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""5/2""","=""1s.2p.3d""","=""4D*""","=""3/2""",,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""*""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""3/2""","=""1s.2p.3d""","=""4D*""","=""5/2""",,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""*""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""3/2""","=""1s.2p.3d""","=""4D*""","=""3/2""",,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""*""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""3/2""","=""1s.2p.3d""","=""4D*""","=""1/2""",,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""*""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""1/2""","=""1s.2p.3d""","=""4D*""","=""3/2""",,"=""""","=""L1235,L3354""",
Li,1,"=""527.1""","=""527""","=""4""","=""*""","=""""",,"=""506300""","=""525280""","=""1s.2s.3d""","=""4D""","=""1/2""","=""1s.2p.3d""","=""4D*""","=""1/2""",,"=""""","=""L1235,L3354""",
Li,1,"=""531.5""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L1614""",
Li,2,"=""""","=""532.949""","=""0.004""","=""""","=""2.3047e+06""",AAA,"=""[581884.71]""","=""[600643.03]""","=""1s.4p""","=""3P*""","=""0""","=""1s.7s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""532.960""","=""0.004""","=""""","=""6.9141e+06""",AAA,"=""[581885.11]""","=""[600643.03]""","=""1s.4p""","=""3P*""","=""1""","=""1s.7s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""532.980""","=""0.004""","=""""","=""1.1524e+07""",AAA,"=""[581885.83]""","=""[600643.03]""","=""1s.4p""","=""3P*""","=""2""","=""1s.7s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
Li,1,"=""539.5""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L1614""",
Li,2,"=""""","=""540.153""","=""0.004""","=""""","=""1.112e+07""",AA,"=""[582612.54]""","=""[601120.68]""","=""1s.4d""","=""3D""","=""2""","=""1s.7f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.175""","=""0.008""","=""""","=""4.9594e+07""",AAA,"=""[582612.15]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""1""","=""1s.7f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.172""","=""0.004""","=""""","=""1.491e+06""",AA,"=""[582613.20]""","=""[601120.68]""","=""1s.4d""","=""3D""","=""3""","=""1s.7f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.186""","=""0.007""","=""""","=""9.1825e+06""",AAA,"=""[582612.54]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.186""","=""0.007""","=""""","=""6.2352e+07""",AAA,"=""[582612.54]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""2""","=""1s.7f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.205""","=""0.007""","=""""","=""2.6241e+05""",AAA,"=""[582613.20]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.205""","=""0.007""","=""""","=""7.6930e+06""",AAA,"=""[582613.20]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.205""","=""0.007""","=""""","=""1.0627e+08""",AAA,"=""[582613.20]""","=""[601119.54]""","=""1s.4d""","=""3D""","=""3""","=""1s.7f""","=""3F*""","=""4""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.665""","=""0.005""","=""""","=""6.9845e+07""",AAA,"=""[582630.08]""","=""[601120.68]""","=""1s.4d""","=""1D""","=""2""","=""1s.7f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.698""","=""0.007""","=""""","=""1.846e+03""",AA,"=""[582630.08]""","=""[601119.54]""","=""1s.4d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""540.698""","=""0.007""","=""""","=""1.257e+07""",AA,"=""[582630.08]""","=""[601119.54]""","=""1s.4d""","=""1D""","=""2""","=""1s.7f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.091""","=""0.005""","=""""","=""2.596e+05""",AA,"=""[582642.10]""","=""[601118.15]""","=""1s.4f""","=""3F*""","=""3""","=""1s.7d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.122""","=""0.005""","=""""","=""6.5055e+05""",AAA,"=""[582643.17]""","=""[601118.15]""","=""1s.4f""","=""1F*""","=""3""","=""1s.7d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.205""","=""0.004""","=""""","=""2.9433e+03""",AAA,"=""[582642.10]""","=""[601114.24]""","=""1s.4f""","=""3F*""","=""2""","=""1s.7d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.205""","=""0.004""","=""""","=""7.2583e+04""",AAA,"=""[582642.10]""","=""[601114.24]""","=""1s.4f""","=""3F*""","=""3""","=""1s.7d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.205""","=""0.004""","=""""","=""1.1920e+06""",AAA,"=""[582642.10]""","=""[601114.24]""","=""1s.4f""","=""3F*""","=""4""","=""1s.7d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.225""","=""0.004""","=""""","=""1.0300e+05""",AAA,"=""[582642.10]""","=""[601113.58]""","=""1s.4f""","=""3F*""","=""2""","=""1s.7d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.225""","=""0.004""","=""""","=""5.8985e+05""",AAA,"=""[582642.10]""","=""[601113.58]""","=""1s.4f""","=""3F*""","=""3""","=""1s.7d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.236""","=""0.007""","=""""","=""5.5629e+05""",AAA,"=""[582642.10]""","=""[601113.19]""","=""1s.4f""","=""3F*""","=""2""","=""1s.7d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.237""","=""0.004""","=""""","=""3.043e+04""",AA,"=""[582643.17]""","=""[601114.24]""","=""1s.4f""","=""1F*""","=""3""","=""1s.7d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""541.256""","=""0.004""","=""""","=""2.343e+05""",AA,"=""[582643.17]""","=""[601113.58]""","=""1s.4f""","=""1F*""","=""3""","=""1s.7d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,1,"=""544.0""","=""""","=""""","=""""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L1614""",
Li,2,"=""""","=""539.3""","=""0.9""","=""""","=""2.2275e+06""",AAA,"=""[582630.08]""","=""[601169]""","=""1s.4d""","=""1D""","=""2""","=""1s.7p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""546.84""","=""0.04""","=""""","=""4.2592e+07""",AAA,"=""[582836.5]""","=""[601118.15]""","=""1s.4p""","=""1P*""","=""1""","=""1s.7d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""548.355""","=""548.346""","=""0.004""","=""600c""","=""2.2726e+07""",AAA,"=""[476034.11]""","=""[494265.70]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""0""",,"=""T8636c73""","=""L7397""",
Li,2,"=""""","=""548.440""","=""0.004""","=""""","=""1.1364e+08""",AAA,"=""[476034.11]""","=""[494262.57]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""548.565""","=""548.509""","=""0.004""","=""600c""","=""6.8160e+07""",AAA,"=""[476034.11]""","=""[494260.30]""","=""1s.2s""","=""3S""","=""1""","=""1s.2p""","=""3P*""","=""1""",,"=""T8636c73""","=""L7397""",
Li,2,"=""""","=""552.54""","=""0.07""","=""""","=""5.6589e+06""",AAA,"=""[582836.5]""","=""[600929.7]""","=""1s.4p""","=""1P*""","=""1""","=""1s.7s""","=""1S""","=""0""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""565.388""","=""0.005""","=""""","=""2.2898e+07""",AAA,"=""[579980.46]""","=""[597662.53]""","=""1s.4s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""565.409""","=""0.005""","=""""","=""1.3739e+07""",AAA,"=""[579980.46]""","=""[597661.86]""","=""1s.4s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""565.421""","=""0.005""","=""""","=""4.5795e+06""",AAA,"=""[579980.46]""","=""[597661.48]""","=""1s.4s""","=""3S""","=""1""","=""1s.6p""","=""3P*""","=""0""",,"=""T8636c73""","=""""",
Li,1,"=""610.354""","=""610.353""","=""0.005""","=""320""","=""2.2855e+08""",AAA,"=""14903.66""","=""31283.08""","=""1s2.2p""","=""2P*""","=""1/2""","=""1s2.3d""","=""2D""","=""3/2""",,"=""T6505LS""","=""L7397""",
Li,1,"=""""","=""610.364""","=""0.005""","=""""","=""4.1137e+08""",AAA,"=""14904.00""","=""31283.12""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""5/2""",,"=""T6505LS""","=""""",
Li,1,"=""610.365""","=""610.366""","=""0.005""","=""320""","=""4.5708e+07""",AAA,"=""14904.00""","=""31283.08""","=""1s2.2p""","=""2P*""","=""3/2""","=""1s2.3d""","=""2D""","=""3/2""",,"=""T6505LS""","=""L7397""",
Li,2,"=""""","=""613.864""","=""0.008""","=""""","=""1.083e+02""",AA,"=""[581595.90]""","=""[597881.65]""","=""1s.4s""","=""1S""","=""0""","=""1s.6d""","=""1D""","=""2""",E2,"=""T7378""","=""""",
Li,2,"=""""","=""611.81""","=""0.19""","=""""","=""1.5532e+07""",AAA,"=""[581595.90]""","=""[597936.4]""","=""1s.4s""","=""1S""","=""0""","=""1s.6p""","=""1P*""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.219""","=""0.009""","=""""","=""2.2041e+07""",AAA,"=""[581884.71]""","=""[597874.68]""","=""1s.4p""","=""3P*""","=""0""","=""1s.6d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.219""","=""0.006""","=""""","=""4.9588e+07""",AAA,"=""[581885.11]""","=""[597875.07]""","=""1s.4p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.222""","=""0.006""","=""""","=""9.2575e+07""",AAA,"=""[581885.83]""","=""[597875.73]""","=""1s.4p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.235""","=""0.009""","=""""","=""1.6531e+07""",AAA,"=""[581885.11]""","=""[597874.68]""","=""1s.4p""","=""3P*""","=""1""","=""1s.6d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.248""","=""0.006""","=""""","=""1.6529e+07""",AAA,"=""[581885.83]""","=""[597875.07]""","=""1s.4p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""625.263""","=""0.009""","=""""","=""1.1020e+06""",AAA,"=""[581885.83]""","=""[597874.68]""","=""1s.4p""","=""3P*""","=""2""","=""1s.6d""","=""3D""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.566""","=""0.006""","=""""","=""2.192e+07""",AA,"=""[582612.54]""","=""[597885.61]""","=""1s.4d""","=""3D""","=""2""","=""1s.6f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.595""","=""0.006""","=""""","=""2.924e+06""",AA,"=""[582613.20]""","=""[597885.61]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.595""","=""0.010""","=""""","=""8.6825e+07""",AAA,"=""[582612.15]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""1""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.611""","=""0.006""","=""""","=""1.6075e+07""",AAA,"=""[582612.54]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.611""","=""0.006""","=""""","=""1.0672e+08""",AAA,"=""[582612.54]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""2""","=""1s.6f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.640""","=""0.006""","=""""","=""4.5940e+05""",AAA,"=""[582613.20]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.640""","=""0.006""","=""""","=""1.3155e+07""",AAA,"=""[582613.20]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""654.640""","=""0.006""","=""""","=""1.8606e+08""",AAA,"=""[582613.20]""","=""[597884.56]""","=""1s.4d""","=""3D""","=""3""","=""1s.6f""","=""3F*""","=""4""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""655.319""","=""0.008""","=""""","=""1.1964e+08""",AAA,"=""[582630.08]""","=""[597885.61]""","=""1s.4d""","=""1D""","=""2""","=""1s.6f""","=""1F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""655.364""","=""0.008""","=""""","=""3.230e+03""",AA,"=""[582630.08]""","=""[597884.56]""","=""1s.4d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""655.364""","=""0.008""","=""""","=""2.479e+07""",AA,"=""[582630.08]""","=""[597884.56]""","=""1s.4d""","=""1D""","=""2""","=""1s.6f""","=""3F*""","=""3""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.006""","=""0.008""","=""""","=""4.950e+05""",AA,"=""[582642.10]""","=""[597881.65]""","=""1s.4f""","=""3F*""","=""3""","=""1s.6d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.052""","=""0.008""","=""""","=""1.2420e+06""",AAA,"=""[582643.17]""","=""[597881.65]""","=""1s.4f""","=""1F*""","=""3""","=""1s.6d""","=""1D""","=""2""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.143""","=""0.006""","=""""","=""3.9168e+06""",AAA,"=""[581884.71]""","=""[597121.08]""","=""1s.4p""","=""3P*""","=""0""","=""1s.6s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
Li,2,"=""""","=""656.160""","=""0.006""","=""""","=""1.1750e+07""",AAA,"=""[581885.11]""","=""[597121.08]""","=""1s.4p""","=""3P*""","=""1""","=""1s.6s""","=""3S""","=""1""",,"=""T8636c73""","=""""",
