element,sp_num,obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,gA(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
W,1,"=""381.7480""","=""""","=""381.7484""","=""0.0010""","=""400""","=""2.2e+07""",B,"=""2951.29""","=""29139.12""","=""5d5.(6S).6s""","=""7S""","=""3""","=""5d4.6s.(6D).6p""","=""5F*""","=""3""",,"=""T4976""","=""L153""",
W,1,"=""381.7760""","=""""","=""381.7771""","=""0.0010""","=""2?""","=""""",,"=""20427.84""","=""46613.70""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""0""",,"=""""","=""L153""",
W,1,"=""381.7960""","=""""","=""""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""381.8344""","=""""","=""""","=""""","=""2w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""381.8576""","=""""","=""381.8573""","=""0.0010""","=""4w""","=""""",,"=""26861.64""","=""53042.00""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""381.9040""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""381.9402""","=""""","=""""","=""""","=""2w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""382.0110""","=""""","=""382.0103""","=""0.0010""","=""50""","=""1.90e+07""",B,"=""16431.31""","=""42601.19""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""3""",,"=""T6977""","=""L153""",
W,2,"=""382.21923""","=""""","=""382.21925""","=""0.00016""","=""9""","=""""",,"=""16234.715""","=""42390.287""","=""""","=""""","=""5/2""","=""5d3.(4F).6s.(5F).6p""","=""6G*""","=""7/2""",,"=""""","=""L11762""",
W,2,"=""382.30564""","=""""","=""382.30565""","=""0.00016""","=""9""","=""5.24e+06""",B,"=""19403.991""","=""45553.652""","=""""","=""""","=""1/2""","=""""","=""""","=""3/2""",,"=""T7162""","=""L11762""",
W,1,"=""382.3062""","=""""","=""382.3057""","=""0.0010""","=""3""","=""""",,"=""17701.18""","=""43850.84""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""382.4146""","=""""","=""382.4139""","=""0.0010""","=""25""","=""""",,"=""18974.51""","=""45116.77""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""382.4388""","=""""","=""382.4382""","=""0.0010""","=""60""","=""""",,"=""19648.54""","=""45789.14""","=""5d5.(4G).6s""","=""5G""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""382.6193""","=""""","=""382.6176""","=""0.0010""","=""50*""","=""""",,"=""14976.18""","=""41104.52""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""382.6193""","=""""","=""382.6195""","=""0.0010""","=""50*""","=""""",,"=""15069.93""","=""41198.14""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""382.6667""","=""""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""382.6934""","=""""","=""382.6931""","=""0.0010""","=""8""","=""""",,"=""15460.01""","=""41583.20""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""382.7344""","=""""","=""382.7333""","=""0.0010""","=""10""","=""""",,"=""19253.56""","=""45374.00""","=""5d4.6s2""","=""3P2""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""382.769""","=""""","=""""","=""""","=""1w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""382.7788""","=""""","=""382.7775""","=""0.0010""","=""2""","=""""",,"=""20174.20""","=""46291.63""","=""5d4.6s2""","=""1S2""","=""0""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,2,"=""382.78798""","=""""","=""382.7880""","=""0.0003""","=""5""","=""""",,"=""26158.581""","=""52275.291""","=""5d5""","=""4G""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""382.881""","=""""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""382.9128""","=""""","=""382.9126""","=""0.0010""","=""50""","=""1.15e+06""",C,"=""1670.29""","=""27778.50""","=""5d4.6s2""","=""5D""","=""1""","=""5d4.6s.(6D).6p""","=""5D*""","=""1""",,"=""T4976""","=""L153""",
W,1,"=""382.9690""","=""""","=""382.9676""","=""0.0010""","=""2""","=""""",,"=""24789.66""","=""50894.12""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""383.0130""","=""""","=""383.0109""","=""0.0010""","=""12w*""","=""""",,"=""15069.93""","=""41171.44""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""383.0130""","=""""","=""383.0139""","=""0.0010""","=""12w*""","=""""",,"=""16431.31""","=""42532.62""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""383.0714""","=""""","=""383.0707""","=""0.0010""","=""20""","=""""",,"=""12161.96""","=""38259.40""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""383.099""","=""""","=""383.0983""","=""0.0010""","=""8w""","=""""",,"=""26189.20""","=""52284.76""","=""5d4.6s.(6D).6p""","=""7D*""","=""3""","=""""","=""""","=""3""",,"=""""","=""L153""",
W,1,"=""383.2247""","=""""","=""383.2237""","=""0.0010""","=""8""","=""""",,"=""18280.48""","=""44367.50""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""383.2628""","=""""","=""383.2619""","=""0.0010""","=""4""","=""""",,"=""27889.68""","=""53974.10""","=""5d5.(6S).6p""","=""7P*""","=""4""","=""""","=""""","=""5""",,"=""""","=""L153""",
W,1,"=""383.271""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""383.2862""","=""""","=""383.2852""","=""0.0010""","=""15*""","=""""",,"=""16431.31""","=""42514.14""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""383.2862""","=""""","=""383.2869""","=""0.0010""","=""15*""","=""""",,"=""31389.08""","=""57471.80""","=""5d5.(4G).6s""","=""3G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""383.2999""","=""""","=""383.2998""","=""0.0010""","=""3""","=""""",,"=""26861.64""","=""52943.48""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""383.4040""","=""""","=""383.4033""","=""0.0010""","=""15""","=""1.9e+07""",C,"=""19827.68""","=""45902.48""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""2""",,"=""T6977""","=""L153""",
W,1,"=""383.4312""","=""""","=""383.4300""","=""0.0010""","=""1""","=""""",,"=""18280.48""","=""44353.46""","=""5d5.(6S).6s""","=""5S""","=""2""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,2,"=""383.43125""","=""""","=""383.4313""","=""0.0004""","=""3""","=""""",,"=""28631.688""","=""54704.585""","=""""","=""""","=""7/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""383.4612""","=""""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""383.4735""","=""""","=""383.4730""","=""0.0010""","=""4""","=""""",,"=""32135.94""","=""58206.00""","=""5d5.(4G).6s""","=""3G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""383.5058""","=""""","=""383.5052""","=""0.0010""","=""250""","=""2.6e+07""",B,"=""3325.53""","=""29393.40""","=""5d4.6s2""","=""5D""","=""2""","=""5d4.6s.(6D).6p""","=""5P*""","=""2""",,"=""T4976""","=""L153""",
W,1,"=""383.531""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""383.5523""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""383.56941""","=""""","=""383.5694""","=""0.0004""","=""3""","=""""",,"=""16234.715""","=""42298.223""","=""""","=""""","=""5/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,1,"=""383.5890""","=""""","=""383.5881""","=""0.0010""","=""8""","=""""",,"=""23455.02""","=""49517.26""","=""5d5.(4D).6s""","=""5D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""383.6952""","=""""","=""383.6948""","=""0.0010""","=""15""","=""""",,"=""26229.77""","=""52284.76""","=""5d5.(6S).6p""","=""7P*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L153""",
W,2,"=""383.72298""","=""""","=""383.72300""","=""0.00004""","=""30""","=""""",,"=""19403.991""","=""45457.066""","=""""","=""""","=""1/2""","=""5d4.(5D).6p""","=""6F*""","=""1/2""",,"=""""","=""L11762""",
W,2,"=""383.79190""","=""""","=""383.7920""","=""0.0004""","=""3""","=""""",,"=""26226.897""","=""52275.291""","=""""","=""""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,2,"=""383.84210""","=""""","=""383.84207""","=""0.00022""","=""6""","=""""",,"=""35315.585""","=""61360.578""","=""""","=""""","=""7/2""","=""""","=""""","=""9/2""",,"=""""","=""L11762""",
W,1,"=""383.8511""","=""""","=""383.8492""","=""0.0010""","=""80*""","=""""",,"=""18974.51""","=""45019.02""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""383.8511""","=""""","=""383.8505""","=""0.0010""","=""80*""","=""""",,"=""12161.96""","=""38206.38""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""383.896""","=""""","=""383.8947""","=""0.0010""","=""4""","=""""",,"=""19827.68""","=""45869.10""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""383.925""","=""""","=""383.9242""","=""0.0010""","=""15""","=""""",,"=""15460.01""","=""41499.43""","=""5d4.6s2""","=""3D""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""383.9866""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""384.1050""","=""""","=""384.1042""","=""0.0010""","=""3""","=""""",,"=""27889.68""","=""53916.90""","=""5d5.(6S).6p""","=""7P*""","=""4""","=""""","=""""","=""3""",,"=""""","=""L153""",
W,1,"=""384.1274""","=""""","=""384.1281""","=""0.0010""","=""4""","=""""",,"=""17008.50""","=""43034.10""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""384.131""","=""""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""384.1974""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""384.2164""","=""""","=""384.2154""","=""0.0010""","=""4""","=""""",,"=""17701.18""","=""43720.87""","=""5d4.6s2""","=""3F2""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""384.2310""","=""""","=""384.2301""","=""0.0010""","=""50""","=""""",,"=""6219.33""","=""32238.02""","=""5d4.6s2""","=""5D""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""384.3162""","=""""","=""384.3153""","=""0.0010""","=""4*""","=""""",,"=""27849.80""","=""53862.72""","=""5d5.(2I).6s""","=""3I""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""384.3162""","=""""","=""384.3156""","=""0.0010""","=""4*""","=""""",,"=""29479.32""","=""55492.22""","=""5d4.6s2""","=""3F1""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""384.3476""","=""""","=""384.3470""","=""0.0010""","=""3w""","=""""",,"=""24789.66""","=""50800.44""","=""5d4.6s2""","=""1D2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,2,"=""384.34790""","=""""","=""384.3482""","=""0.0004""","=""3""","=""""",,"=""35315.585""","=""61326.281""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""384.5784""","=""""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,2,"=""384.58336""","=""""","=""384.58338""","=""0.00018""","=""12*""","=""""",,"=""30618.045""","=""56612.836""","=""""","=""""","=""5/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,2,"=""384.58336""","=""""","=""384.58353""","=""0.00018""","=""12*""","=""""",,"=""28490.920""","=""54485.701""","=""""","=""""","=""3/2""","=""""","=""""","=""1/2""",,"=""""","=""L11762""",
W,1,"=""384.6218""","=""""","=""384.6213""","=""0.0010""","=""300""","=""1.07e+07""",B,"=""1670.29""","=""27662.52""","=""5d4.6s2""","=""5D""","=""1""","=""5d4.6s.(6D).6p""","=""5F*""","=""2""",,"=""T4976""","=""L153""",
W,1,"=""384.7020""","=""""","=""""","=""""","=""4w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""384.7244""","=""""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""384.7498""","=""""","=""384.7490""","=""0.0010""","=""150""","=""2.5e+06""",B,"=""0.00""","=""25983.60""","=""5d4.6s2""","=""5D""","=""0""","=""5d4.6s.(6D).6p""","=""5F*""","=""1""",,"=""T4976""","=""L153""",
W,1,"=""384.7958""","=""""","=""384.7960""","=""0.0010""","=""1""","=""""",,"=""27213.82""","=""53194.25""","=""5d5.(2F1).6s""","=""3F""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""384.8620""","=""""","=""384.8611""","=""0.0010""","=""2w""","=""""",,"=""29479.32""","=""55455.35""","=""5d4.6s2""","=""3F1""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""384.9222""","=""""","=""384.9234""","=""0.0010""","=""2""","=""""",,"=""33291.80""","=""59263.63""","=""5d5.(2I).6s""","=""1I""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""385.0090""","=""""","=""385.0089""","=""0.0010""","=""3c""","=""""",,"=""18974.51""","=""44940.57""","=""5d5.(4G).6s""","=""5G""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""385.11114""","=""""","=""385.11119""","=""0.00022""","=""7""","=""2.08e+06""",B,"=""20534.191""","=""46493.356""","=""""","=""""","=""11/2""","=""5d3.(4F).6s.(5F).6p""","=""6G*""","=""9/2""",,"=""T7162""","=""L11762""",
W,2,"=""385.15632""","=""""","=""385.15632""","=""0.00003""","=""70""","=""1.22e+07""",B,"=""13173.337""","=""39129.460""","=""5d4.(5D).6s""","=""4D""","=""1/2""","=""5d4.(5D).6p""","=""6F*""","=""3/2""",,"=""T7162""","=""L11762""",
W,2,"=""385.18409""","=""""","=""385.1843""","=""0.0003""","=""4""","=""""",,"=""37312.218""","=""63266.459""","=""""","=""""","=""7/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""385.1954""","=""""","=""385.1963""","=""0.0010""","=""2""","=""""",,"=""26229.77""","=""52183.20""","=""5d5.(6S).6p""","=""7P*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L153""",
W,1,"=""385.201""","=""""","=""385.1991""","=""0.0010""","=""3""","=""""",,"=""25983.60""","=""51936.84""","=""5d4.6s.(6D).6p""","=""5F*""","=""1""","=""""","=""""","=""2""",,"=""""","=""L153""",
W,1,"=""385.2835""","=""""","=""385.2821""","=""0.0010""","=""12""","=""""",,"=""14976.18""","=""40923.83""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""385.323""","=""""","=""385.3226""","=""0.0010""","=""3""","=""""",,"=""26861.64""","=""52806.56""","=""5d5.(2F1).6s""","=""3F""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""385.3778""","=""""","=""""","=""""","=""8""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""385.4515""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""385.5554""","=""""","=""385.5546""","=""0.0010""","=""50""","=""""",,"=""13777.71""","=""39707.02""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""385.5880""","=""""","=""385.5869""","=""0.0010""","=""3*""","=""""",,"=""34302.04""","=""60229.18""","=""5d5.(2G2).6s""","=""3G""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""385.5880""","=""""","=""385.5876""","=""0.0010""","=""3*""","=""""",,"=""17107.01""","=""43034.10""","=""5d4.6s2""","=""3F2""","=""4""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""385.6023""","=""""","=""385.6013""","=""0.0010""","=""3""","=""""",,"=""31389.08""","=""57315.25""","=""5d5.(4G).6s""","=""3G""","=""5""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""385.68223""","=""""","=""385.6822""","=""0.0003""","=""7""","=""4.36e+06""",B,"=""18990.929""","=""44911.659""","=""""","=""""","=""3/2""","=""""","=""""","=""3/2""",,"=""T7162""","=""L11762""",
W,1,"=""385.730""","=""""","=""385.7288""","=""0.0010""","=""10*""","=""""",,"=""28392.70""","=""54310.30""","=""5d5.(2I).6s""","=""3I""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""385.730""","=""""","=""385.7306""","=""0.0010""","=""10*""","=""""",,"=""26367.28""","=""52284.76""","=""""","=""*""","=""2""","=""""","=""""","=""3""",,"=""""","=""L153""",
W,2,"=""385.74759""","=""""","=""385.7475""","=""0.0004""","=""3""","=""6.20e+05""",B,"=""19637.309""","=""45553.652""","=""""","=""""","=""5/2""","=""""","=""""","=""3/2""",,"=""T7162""","=""L11762""",
W,2,"=""385.87970""","=""""","=""385.8796""","=""0.0006""","=""2""","=""""",,"=""28118.836""","=""54026.309""","=""5d4.(3P1).6s""","=""4P""","=""5/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""385.8847""","=""""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""385.9303""","=""""","=""385.9290""","=""0.0010""","=""60""","=""8.89e+07""",B,"=""18116.84""","=""44021.00""","=""5d5.(4G).6s""","=""5G""","=""2""","=""""","=""*""","=""3""",,"=""T6977""","=""L153""",
W,1,"=""385.9929""","=""""","=""385.9923""","=""0.0010""","=""20""","=""""",,"=""20427.84""","=""46327.75""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,2,"=""385.99819""","=""""","=""385.99816""","=""0.00015""","=""11""","=""""",,"=""20455.888""","=""46355.404""","=""5d4.(3F2).6s""","=""4F""","=""3/2""","=""""","=""""","=""5/2""",,"=""""","=""L11762""",
W,1,"=""386.1066""","=""""","=""386.1044""","=""0.0010""","=""30*""","=""""",,"=""18082.83""","=""43975.22""","=""5d4.6s2""","=""3D""","=""1""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""386.1066""","=""""","=""386.1069""","=""0.0010""","=""30*""","=""""",,"=""14976.18""","=""40868.40""","=""5d4.6s2""","=""3D""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""386.1245""","=""""","=""386.1238""","=""0.0010""","=""25""","=""""",,"=""12161.96""","=""38053.05""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""386.2672""","=""""","=""""","=""""","=""1""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""386.3480""","=""""","=""386.3475""","=""0.0010""","=""15""","=""""",,"=""13307.10""","=""39183.20""","=""5d4.6s2""","=""3P2""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,1,"=""386.4343""","=""""","=""386.4339""","=""0.0010""","=""60""","=""2.8e+06""",B,"=""3325.53""","=""29195.84""","=""5d4.6s2""","=""5D""","=""2""","=""5d4.6s.(6D).6p""","=""5D*""","=""2""",,"=""T4976""","=""L153""",
W,1,"=""386.4592""","=""""","=""386.4580""","=""0.0010""","=""5""","=""""",,"=""13777.71""","=""39646.41""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""386.5326""","=""""","=""386.5314""","=""0.0010""","=""8""","=""""",,"=""20427.84""","=""46291.63""","=""5d5.(4P).6s""","=""5P""","=""1""","=""""","=""*""","=""1""",,"=""""","=""L153""",
W,2,"=""386.57932""","=""""","=""386.57930""","=""0.00012""","=""11""","=""""",,"=""30223.744""","=""56084.326""","=""""","=""""","=""3/2""","=""""","=""""","=""3/2""",,"=""""","=""L11762""",
W,1,"=""386.6055""","=""""","=""386.6043""","=""0.0010""","=""25""","=""1.0e+07""",B,"=""13777.71""","=""39636.62""","=""5d4.6s2""","=""3F2""","=""2""","=""""","=""*""","=""1""",,"=""T6977""","=""L153""",
W,1,"=""386.6257""","=""""","=""386.6254""","=""0.0010""","=""4""","=""""",,"=""17008.50""","=""42866.00""","=""5d4.6s2""","=""3H""","=""6""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""386.6849""","=""""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""386.7158""","=""""","=""""","=""""","=""3""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""386.7373""","=""""","=""386.7374""","=""0.0010""","=""1""","=""""",,"=""19827.68""","=""45677.69""","=""5d5.(4P).6s""","=""5P""","=""3""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""386.7422""","=""""","=""386.7416""","=""0.0010""","=""3""","=""""",,"=""22476.68""","=""48326.41""","=""5d5.(4D).6s""","=""5D""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""386.7544""","=""""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""386.7666""","=""""","=""""","=""""","=""5""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""386.7986""","=""""","=""386.7982""","=""0.0010""","=""600""","=""4.1e+07""",B,"=""2951.29""","=""28797.24""","=""5d5.(6S).6s""","=""7S""","=""3""","=""5d4.6s.(6D).6p""","=""7D*""","=""4""",,"=""T4976""","=""L153""",
W,2,"=""386.84459""","=""""","=""386.8449""","=""0.0006""","=""3""","=""""",,"=""34090.867""","=""59933.692""","=""5d5""","=""4F""","=""9/2""","=""""","=""""","=""7/2""",,"=""""","=""L11762""",
W,1,"=""386.8460""","=""""","=""""","=""""","=""6""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""386.8578""","=""""","=""386.8565""","=""0.0010""","=""12""","=""""",,"=""15069.93""","=""40911.98""","=""5d4.6s2""","=""3H""","=""5""","=""""","=""*""","=""5""",,"=""""","=""L153""",
W,1,"=""386.8857""","=""""","=""""","=""""","=""2""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""386.9007""","=""""","=""386.8998""","=""0.0010""","=""2""","=""""",,"=""12161.96""","=""38001.12""","=""5d4.6s2""","=""3H""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""386.9312""","=""""","=""386.9322""","=""0.0010""","=""3""","=""""",,"=""33291.80""","=""59128.80""","=""5d5.(2I).6s""","=""1I""","=""6""","=""""","=""*""","=""6""",,"=""""","=""L153""",
W,1,"=""386.9928""","=""""","=""""","=""""","=""2w""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""387.0684""","=""""","=""387.0665""","=""0.0010""","=""3""","=""""",,"=""26229.77""","=""52057.80""","=""5d5.(6S).6p""","=""7P*""","=""2""","=""""","=""""","=""1""",,"=""""","=""L153""",
W,1,"=""387.0818""","=""""","=""387.0835""","=""0.0010""","=""6""","=""""",,"=""28291.88""","=""54118.78""","=""5d5.(2F1).6s""","=""3F""","=""3""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,1,"=""387.1370""","=""""","=""387.1355""","=""0.0010""","=""3*""","=""""",,"=""20983.02""","=""46806.45""","=""5d5.(4P).6s""","=""5P""","=""2""","=""""","=""*""","=""2""",,"=""""","=""L153""",
W,1,"=""387.1370""","=""""","=""387.1377""","=""0.0010""","=""3*""","=""""",,"=""22852.80""","=""48676.08""","=""5d4.6s2""","=""1G2""","=""4""","=""""","=""*""","=""4""",,"=""""","=""L153""",
W,2,"=""387.15276""","=""""","=""387.1528""","=""0.0003""","=""5""","=""""",,"=""32486.525""","=""58308.799""","=""""","=""""","=""3/2""","=""""","=""""","=""1/2""",,"=""""","=""L11762""",
W,1,"=""387.1694""","=""""","=""""","=""""","=""4""","=""""",,"=""""","=""""","=""""","=""""","=""""","=""""","=""""","=""""",,"=""""","=""L153""",
W,1,"=""387.1845""","=""""","=""387.1839""","=""0.0010""","=""3""","=""""",,"=""16431.31""","=""42251.51""","=""5d4.6s2""","=""3G""","=""4""","=""""","=""*""","=""3""",,"=""""","=""L153""",
W,1,"=""387.2487""","=""""","=""387.2481""","=""0.0011""","=""12""","=""""",,"=""26367.28""","=""52183.20""","=""""","=""*""","=""2""","=""""","=""""","=""2""",,"=""""","=""L153""",
W,2,"=""387.26543""","=""""","=""387.26546""","=""0.00014""","=""11""","=""3.85e+06""",B,"=""16234.715""","=""42049.478""","=""""","=""""","=""5/2""","=""5d4.(5D).6p""","=""6F*""","=""5/2""",,"=""T7162""","=""L11762""",
